,dataset,coef,IRR,CI_low_IRR,CI_high_IRR,p_value
Intercept,dfbetas_sensitivity,2.7448009832684064,15.561516621809789,13.076918699131303,18.51818499008861,5.281890179959818e-210
like_c,dfbetas_sensitivity,0.2396085451131112,1.2707516110175074,1.0577219985100965,1.5266862740665372,0.010485756465401697
ment_c,dfbetas_sensitivity,0.006961959409453974,1.0069862501866125,0.9580613129697921,1.0584096177745015,0.784107870382356
like_x_ment,dfbetas_sensitivity,-0.0750016695370785,0.9277419374276961,0.8819231754220771,0.9759411323442915,0.0037036437705168773
alpha,dfbetas_sensitivity,0.5925513912337727,1.8085969722425101,1.5097991162393558,2.166528628094788,1.2629251925111223e-10
