model,n_obs,df_model,logLik,AIC,BIC,alpha_est
theory_primary_only,57,3.0,-204.51297520883986,419.0259504176797,429.2412067568525,0.5101300595184864
theory_plus_exploratory,57,6.0,-202.26287758154416,420.5257551630883,436.8701653057647,0.4690820951022374
theory_plus_exploratory_plus_trivial,57,8.0,-202.15666790429083,424.31333580858166,444.74384848692716,0.4677208504151178
trivial_only,57,2.0,-211.04835870514353,430.09671741028706,438.2689224816253,0.6457400944063584
