model,n_obs,df_model,logLik,AIC,BIC,alpha_est
theory_primary_only,99,3.0,-365.1746044368306,740.3492088736612,753.3248081243341,0.6748280486015974
theory_plus_exploratory,99,6.0,-363.80489201480515,743.6097840296103,764.370742830687,0.6567355281904014
theory_plus_exploratory_plus_trivial,99,8.0,-362.23180059327444,744.4636011865489,770.4147996878947,0.6383632707652018
trivial_only,99,2.0,-373.1372314100502,754.2744628201004,764.6549422206388,0.7891907794003535
