,coef,IRR,CI_low_IRR,CI_high_IRR,p_value
Intercept,2.739773521160598,15.48347801908386,13.005372073824931,18.433774151679856,3.7327592053165424e-208
like_c,0.24251181096050836,1.2744463015094634,1.0731606992351148,1.5134857031093227,0.005692179816493347
ment_c,0.05921774432738231,1.061006243680335,1.0130466781863856,1.1112363066468058,0.01210012949831937
like_x_ment,-0.03828070200906746,0.9624427433588054,0.9215571981636715,1.0051422050522687,0.08391893734361633
alpha,0.6384457444710442,1.8935355529005782,1.5724683724697843,2.280158350318359,1.6409140065628157e-11
