,dataset,coef,IRR,CI_low_IRR,CI_high_IRR,p_value
Intercept,dfbetas_sensitivity,3.844713152117681,46.745273644834384,7.950893870972099,274.82703751185755,2.10069416189355e-05
like_c,dfbetas_sensitivity,0.21904494323208196,1.2448872246857348,1.0230687108153782,1.5147997253777963,0.028687864109835697
ment_c,dfbetas_sensitivity,0.0032279329054020435,1.0032331482909513,0.9542905508311111,1.0546858595143929,0.8993403994336715
like_x_ment,dfbetas_sensitivity,-0.08146743031042405,0.9217627308910045,0.8758026946622736,0.9701346401854614,0.0017971952314578237
q_post_gators_pos,dfbetas_sensitivity,-0.11003913508264392,0.8957990774396087,0.6851489490467317,1.1712139210869916,0.4211029420886173
q_post_gators_neg,dfbetas_sensitivity,-0.17884125061490283,0.8362386412305044,0.6728242035409855,1.0393429091978885,0.10693658425345604
q_pre_idaq,dfbetas_sensitivity,0.05009332030253254,1.051369205890515,0.9029342733467345,1.2242056146542775,0.5188724536154528
alpha,dfbetas_sensitivity,0.5713189133627196,1.77060078113207,1.485504669077942,2.1104121659149135,1.7931519604362938e-10
