participant_id,observed_count,predicted_count,raw_residual,pearson_residual,deviance_residual,liking,mentism,interaction,quadrant
1,15.0,27.91328079827592,-12.91328079827592,-0.5303311241453027,-0.6414510708051223,7.0,-5.0,-4.4662,high_liking__low_mentism
2,11.0,18.483328972515636,-7.483328972515636,-0.4586506027415474,-0.5373543837706392,7.0,4.0,7.863800000000001,high_liking__higher_mentism
3,5.0,24.32954502106235,-19.32954502106235,-0.9076290226372365,-1.3999315355496913,7.0,-2.0,-0.3562,high_liking__low_mentism
4,67.0,27.91328079827592,39.08671920172408,1.605239137692234,1.1805370410079483,7.0,-5.0,-4.4662,high_liking__low_mentism
6,30.0,19.85855124091003,10.141448759089968,0.579917697064434,0.5050335666342045,6.0,-0.0,0.6438000000000001,high_liking__higher_mentism
7,10.0,27.91328079827592,-17.91328079827592,-0.7356744185527582,-0.9942963528254136,7.0,-5.0,-4.4662,high_liking__low_mentism
8,10.0,11.112970727684884,-1.1129707276848837,-0.11092898592798761,-0.11463493918066647,5.0,-5.0,2.0537999999999994,lower_liking__low_mentism
9,15.0,19.511418629348682,-4.511418629348682,-0.26241429163187985,-0.2850034799464288,5.0,1.0,-1.7261999999999997,lower_liking__higher_mentism
10,12.0,18.47869686824384,-6.478696868243841,-0.39717313422552586,-0.45365391461538246,6.0,-3.0,-0.4662000000000001,high_liking__low_mentism
11,11.0,19.85855124091003,-8.858551240910032,-0.5065578653494881,-0.6061027669587048,6.0,0.0,0.6438000000000001,high_liking__higher_mentism
12,11.0,20.835233674899722,-9.835233674899722,-0.5368614504829197,-0.6513861101314264,6.0,2.0,1.3838000000000006,high_liking__higher_mentism
13,17.0,25.469844085516897,-8.469844085516897,-0.38035750228859366,-0.43153873274834725,7.0,-3.0,-1.7262000000000002,high_liking__low_mentism
14,8.0,25.469844085516897,-17.469844085516897,-0.784522854806819,-1.095407284297372,7.0,-3.0,-1.7262000000000002,high_liking__low_mentism
15,10.0,7.011966189819217,2.9880338101807826,0.45745764481896034,0.40858717101666403,4.0,-5.0,5.3138,lower_liking__low_mentism
16,5.0,13.406530358095633,-8.406530358095633,-0.7011843046577754,-0.9283604630023627,5.0,-3.0,0.7937999999999998,lower_liking__low_mentism
17,10.0,17.194720491241494,-7.194720491241494,-0.472780084380602,-0.5573070649894405,6.0,-6.0,-1.5762000000000003,high_liking__low_mentism
18,25.0,23.240297778991582,1.7597022210084177,0.0863918883932093,0.08435910017406972,7.0,-1.0,1.0138,high_liking__higher_mentism
19,3.0,7.011966189819217,-4.011966189819217,-0.6142181517607919,-0.7756450346431293,4.0,-5.0,5.3138,lower_liking__low_mentism
20,10.0,21.859951263382403,-11.859951263382403,-0.6179345390463178,-0.780505184280062,6.0,4.0,2.1238000000000006,high_liking__higher_mentism
21,29.0,18.927652242409863,10.072347757590137,0.603330807073339,0.5229484770799385,6.0,-2.0,-0.09620000000000004,high_liking__low_mentism
22,15.0,21.3414430790069,-6.3414430790069005,-0.33818957634527946,-0.3775391995831036,6.0,3.0,1.7538000000000007,high_liking__higher_mentism
23,10.0,5.9535909796422395,4.0464090203577605,0.7191882243903459,0.6091276835364098,4.0,-6.0,6.9437999999999995,lower_liking__low_mentism
