model,n_obs,df_model,logLik,AIC,BIC,alpha_est
theory_primary_only,12,3.0,-45.31568130589735,100.6313626117947,103.0558958607347,0.3855114847996779
theory_plus_exploratory,12,6.0,-42.88833600290065,101.7766720058013,105.6559252041053,0.24380925464619221
theory_plus_exploratory_plus_trivial,12,8.0,-41.32063437100353,102.64126874200706,107.49033523988706,0.17120210977886052
trivial_only,12,2.0,-48.0645481000415,104.129096200083,106.068722799235,0.6195367976555918
