participant_id,observed_count,predicted_count,raw_residual,pearson_residual,deviance_residual,liking,mentism,interaction,quadrant
1,15.0,29.054434726079645,-14.054434726079645,-0.6129414747610783,-0.749075233602578,7.0,-5.0,-4.329446064139942,high_liking__low_mentism
2,11.0,12.475078098902193,-1.475078098902193,-0.14461068510891104,-0.15034619683572442,7.0,4.0,8.068513119533531,high_liking__higher_mentism
3,5.0,21.919099660883276,-16.919099660883276,-0.9693954515495572,-1.4503694217697563,7.0,-2.0,-0.19679300291545185,high_liking__low_mentism
4,67.0,29.054434726079645,37.94556527392035,1.6548805549952714,1.236535616272433,7.0,-5.0,-4.329446064139942,high_liking__low_mentism
6,30.0,16.355589984935776,13.644410015064224,1.0351039003294218,0.8438374118818281,6.0,-0.0,0.7011661807580181,high_liking__higher_mentism
7,10.0,29.054434726079645,-19.054434726079645,-0.8310012853145735,-1.1325912840532308,7.0,-5.0,-4.329446064139942,high_liking__low_mentism
8,10.0,11.392546026667068,-1.392546026667068,-0.14864744879316338,-0.15472237156053958,5.0,-5.0,1.956268221574343,lower_liking__low_mentism
9,15.0,15.50241214489244,-0.5024121448924408,-0.04010829852607718,-0.040527753350088465,5.0,1.0,-1.7784256559766756,lower_liking__higher_mentism
10,12.0,17.434779235192593,-5.434779235192593,-0.38790891067177136,-0.4349302508611505,6.0,-3.0,-0.43148688046647266,high_liking__low_mentism
11,11.0,16.355589984935776,-5.355589984935776,-0.40629034717160817,-0.45845704374634244,6.0,0.0,0.7011661807580181,high_liking__higher_mentism
12,11.0,15.673502454564067,-4.673502454564067,-0.3692190663701484,-0.41136558693508357,6.0,2.0,1.4562682215743452,high_liking__higher_mentism
13,17.0,24.077937583773394,-7.077937583773394,-0.37037305322417624,-0.41276646768554104,7.0,-3.0,-1.5743440233236154,high_liking__low_mentism
14,8.0,24.077937583773394,-16.077937583773394,-0.8413234451377065,-1.1538679134137186,7.0,-3.0,-1.5743440233236154,high_liking__low_mentism
15,10.0,7.13386641279475,2.8661335872052502,0.47068761651428404,0.4234202940356117,4.0,-5.0,5.099125364431486,lower_liking__low_mentism
16,5.0,12.624483551479733,-7.624483551479733,-0.739152061715219,-0.9591333792438275,5.0,-3.0,0.7113702623906701,lower_liking__low_mentism
17,10.0,18.58517652129175,-8.58517652129175,-0.5764265524310821,-0.6937928692795513,6.0,-6.0,-1.5641399416909632,high_liking__low_mentism
18,25.0,19.95382404627198,5.046175953728021,0.31648211994963216,0.2939661326798876,7.0,-1.0,1.1807580174927117,high_liking__higher_mentism
19,3.0,7.13386641279475,-4.13386641279475,-0.6788796368434846,-0.8567843716907654,4.0,-5.0,5.099125364431486,lower_liking__low_mentism
20,10.0,15.019860452572388,-5.019860452572388,-0.41296283805643674,-0.46709367279367536,6.0,4.0,2.2113702623906724,high_liking__higher_mentism
21,29.0,17.067360950802343,11.932639049197657,0.8691998139433782,0.7277864744667646,6.0,-2.0,-0.05393586005830906,high_liking__low_mentism
22,15.0,15.343201089427296,-0.3432010894272963,-0.02766836943446031,-0.027866850888389527,6.0,3.0,1.833819241982509,high_liking__higher_mentism
23,10.0,6.302053189707604,3.697946810292396,0.6788821641411706,0.5870861271199055,4.0,-6.0,6.721574344023321,lower_liking__low_mentism
24,28.0,15.673502454564067,12.326497545435933,0.9738259388085212,0.8015902950594308,6.0,2.0,1.4562682215743452,high_liking__higher_mentism
25,10.0,15.019860452572388,-5.019860452572388,-0.41296283805643674,-0.46709367279367536,6.0,4.0,2.2113702623906724,high_liking__higher_mentism
26,11.0,11.356557395157376,-0.3565573951573757,-0.03817351324340961,-0.038553560613859186,7.0,5.0,9.446064139941694,high_liking__higher_mentism
27,25.0,15.019860452572388,9.980139547427612,0.821024168031005,0.6930060716645489,6.0,4.0,2.2113702623906724,high_liking__higher_mentism
28,30.0,11.356557395157376,18.643442604842626,1.9959919857070594,1.4304323067299558,7.0,5.0,9.446064139941694,high_liking__higher_mentism
29,2.0,11.713767658333314,-9.713767658333314,-1.0102623717801267,-1.5683754222073427,4.0,-1.0,-1.39067055393586,lower_liking__higher_mentism
30,20.0,11.992706530351445,8.007293469648555,0.8146151649988668,0.6882869243086391,5.0,-4.0,1.3338192419825066,lower_liking__low_mentism
31,17.0,17.067360950802343,-0.0673609508023425,-0.0049067206058145225,-0.004912897143476572,6.0,-2.0,-0.05393586005830906,high_liking__low_mentism
32,2.0,11.992706530351445,-9.992706530351445,-1.016599467705631,-1.586806950814088,5.0,-4.0,1.3338192419825066,lower_liking__low_mentism
33,5.0,9.141359508577782,-4.141359508577782,-0.5423350759517817,-0.6442725177315245,4.0,-3.0,1.854227405247813,lower_liking__low_mentism
35,5.0,17.434779235192593,-12.434779235192593,-0.887535897747756,-1.253507367570427,6.0,-3.0,-0.43148688046647266,high_liking__low_mentism
36,11.0,7.13386641279475,3.8661335872052502,0.6349115098511081,0.5535482355982336,4.0,-5.0,5.099125364431486,lower_liking__low_mentism
37,1.0,16.010914395334655,-15.010914395334655,-1.1621089218226353,-2.1469678526536775,6.0,1.0,1.0787172011661816,high_liking__higher_mentism
