model,dataset,n_obs,df_model,logLik,AIC,BIC,alpha_est
theory_primary_only,primary,120,3.0,-443.6713523414287,897.3427046828574,911.2801633967676,0.9454677485711032
theory_plus_exploratory_plus_trivial,primary,120,8.0,-441.0394037632408,902.0788075264816,929.9537249543021,0.9053016364323643
theory_plus_exploratory,primary,120,6.0,-443.08968500283737,902.1793700056747,924.4793039479312,0.9357509105060289
intercept_only,primary,120,0.0,-453.0799357660096,910.1598715320192,915.7348550175833,1.1040675298188203
trivial_only,primary,120,2.0,-451.2764062264639,910.5528124529278,921.702779424056,1.0726578275333034
