term,dataset,coef,IRR,CI_low_IRR,CI_high_IRR,p_value
Intercept,primary,3.4220031926432215,30.630712823483517,3.7889175442205563,247.6276026396688,0.001330998431097471
like_c,primary,0.20838844592994207,1.2316915221945244,0.9967747603061763,1.5219727327163384,0.053601348351167206
mentism_c,primary,0.04214596422210701,1.0430467151423568,0.9895411360220252,1.0994453998575813,0.11673124326407032
like_x_mentism,primary,-0.05950812709168438,0.9422278759877774,0.8964939062450245,0.9902949301763484,0.01907146137623673
q_post_gators_pos,primary,-0.015003914355185218,0.9851080835325808,0.7246565648430446,1.3391694539487462,0.9237016519882846
q_post_gators_neg,primary,-0.1410578919383444,0.8684390346233151,0.6713132746886066,1.123449193235915,0.2829014495729286
q_pre_idaq,primary,0.002861428225069062,1.0028655260183943,0.8383836924761392,1.1996169203932536,0.9750250024658301
