model,dataset,n_obs,df_model,logLik,AIC,BIC,alpha_est
theory_primary_only,dfbetas_sensitivity,97,3.0,-346.5120676893867,703.0241353787734,715.8976902712903,0.5483097475875834
theory_plus_exploratory,dfbetas_sensitivity,97,6.0,-345.10337917994764,706.2067583598953,726.8044461879224,0.5312697683219777
theory_plus_exploratory_plus_trivial,dfbetas_sensitivity,97,8.0,-344.0807481155001,708.1614962310002,733.908606016034,0.5196205451034248
trivial_only,dfbetas_sensitivity,97,2.0,-356.5922859365628,721.1845718731256,731.4834157871392,0.6845812817075998
