participant_id,observed_count,predicted_count,raw_residual,pearson_residual,deviance_residual,liking,mentism,interaction,quadrant
1,15.0,25.246873097252383,-10.246873097252383,-0.5293283511657174,-0.6205892485112758,7.0,-5.0,-4.390477202678288,high_liking__low_mentism
2,11.0,11.564449589628296,-0.5644495896282962,-0.061261554263378155,-0.062215886232293544,7.0,4.0,8.135295993198005,high_liking__higher_mentism
3,5.0,19.46166774253234,-14.461667742532342,-0.9595639117851387,-1.3912293440049233,7.0,-2.0,-0.21521947071952377,high_liking__low_mentism
4,67.0,25.246873097252383,41.75312690274762,2.156864207225382,1.5309787176676029,7.0,-5.0,-4.390477202678288,high_liking__low_mentism
6,30.0,15.636696158309839,14.363303841690161,1.173926053966456,0.9426786461991387,6.0,-0.0,0.7229248591773841,high_liking__higher_mentism
7,10.0,25.246873097252383,-15.246873097252383,-0.7876160971648616,-1.0323852214561802,7.0,-5.0,-4.390477202678288,high_liking__low_mentism
8,10.0,11.058753447521251,-1.0587534475212514,-0.11979205490178421,-0.12354150344564278,5.0,-5.0,1.9188011478371758,lower_liking__low_mentism
9,15.0,15.871308320699407,-0.8713083206994074,-0.07021437992786686,-0.07147151229384884,5.0,1.0,-1.730683388245296,lower_liking__higher_mentism
10,12.0,16.271670107244827,-4.271670107244827,-0.33618929615493565,-0.3690683013475612,6.0,-3.0,-0.45233287278137996,high_liking__low_mentism
11,11.0,15.636696158309839,-4.636696158309839,-0.378961448184862,-0.42174905778939115,6.0,0.0,0.7229248591773841,high_liking__higher_mentism
12,11.0,15.227206652857408,-4.227206652857408,-0.3542872581301034,-0.39117610546280246,6.0,2.0,1.50643001381656,high_liking__higher_mentism
13,17.0,21.225400887504524,-4.225400887504524,-0.25798780310070235,-0.27655147634574734,7.0,-3.0,-1.6069720480391119,high_liking__low_mentism
14,8.0,21.225400887504524,-13.225400887504524,-0.8074954805314241,-1.0694887546932061,7.0,-3.0,-1.6069720480391119,high_liking__low_mentism
15,10.0,7.319062655028166,2.6809373449718343,0.44259363874693847,0.40160941186181703,4.0,-5.0,5.073440323094908,lower_liking__low_mentism
16,5.0,12.47407525927458,-7.47407525927458,-0.7557962871741304,-0.9761670347937992,5.0,-3.0,0.702306302476352,lower_liking__low_mentism
17,10.0,16.93242903733849,-6.9324290373384905,-0.5253396834956418,-0.6151096685122457,6.0,-6.0,-1.6275906047401438,high_liking__low_mentism
18,25.0,17.844492706081198,7.155507293918802,0.5158128513679403,0.46170737887782626,7.0,-1.0,1.1765331066000642,high_liking__higher_mentism
19,3.0,7.319062655028166,-4.319062655028166,-0.7130303362181006,-0.9041915864727509,4.0,-5.0,5.073440323094908,lower_liking__low_mentism
20,10.0,14.828440746135682,-4.828440746135682,-0.41496361017925054,-0.46734990210299693,6.0,4.0,2.2899351684557363,high_liking__higher_mentism
21,29.0,16.05719764113267,12.942802358867329,1.0315368539728282,0.846123095604024,6.0,-2.0,-0.060580295461791916,high_liking__low_mentism
22,15.0,15.026500975977715,-0.026500975977715058,-0.0022491389875161417,-0.002250390859419438,6.0,3.0,1.8981825911361483,high_liking__higher_mentism
23,10.0,6.40310911821218,3.59689088178782,0.6692691868411201,0.5821904424171621,4.0,-6.0,6.681687745775319,lower_liking__low_mentism
24,28.0,15.227206652857408,12.772793347142592,1.0705031254061617,0.8728887102266341,6.0,2.0,1.50643001381656,high_liking__higher_mentism
