,coef,IRR,CI_low_IRR,CI_high_IRR,p_value
Intercept,2.9462842928381114,19.035093328903287,5.022943739413427,72.13594195709058,1.4614418394101167e-05
like_c,0.2957423056627524,1.3441237391228966,1.164629839569049,1.5512814155115955,5.257612250960455e-05
ment_c,0.23137767207572835,1.2603351429653975,1.1754492653587636,1.3513511126392963,7.831709427162101e-11
like_x_ment,0.0770750699687956,1.0801231581609378,1.0249091754493564,1.1383116326225207,0.003989347438672538
q_post_gators_pos,-0.02508210539743301,0.9752298371077218,0.8335060748022703,1.141051353957766,0.754237361642099
q_post_gators_neg,0.10487613701486358,1.110573042943815,0.9623951079802789,1.2815656204881274,0.1511829330341493
q_pre_idaq,0.05303251763109453,1.0544639332310521,0.9684646165426034,1.14809995893762,0.22180037490247162
q_pre_captcha_fun,-0.006605896687039684,0.9934158742831752,0.6852963961449213,1.440070464151556,0.9721830582517705
q_pre_captcha_difficulty,-0.13230526902110087,0.8760735161502474,0.6404386242053693,1.1984049317015304,0.40784427267290313
alpha,0.300362793090069,1.3503486158681202,1.2242951125803452,1.4893805959364093,1.8864211819826838e-09
