,coef,IRR,CI_low_IRR,CI_high_IRR,p_value
Intercept,2.6088691676147557,13.58368129655238,10.531347097152189,17.520683333683163,8.93733709897938e-90
like_c,-0.0903152645048398,0.9136431006224641,0.63968401227209,1.304931340006621,0.6194834137804415
ment_c,0.016327613996668402,1.0164616379228244,0.926020225554059,1.1157361716916792,0.7312880142563596
like_x_ment,-0.05769018663309232,0.9439423480966738,0.8432688292019855,1.0566347594911956,0.3160617170533757
alpha,0.09437199838316626,1.0989684843867777,0.9536779992949908,1.2663936156314717,0.19209664411115368
