term,dataset,coef,IRR,CI_low_IRR,CI_high_IRR,p_value
Intercept,dfbetas_sensitivity,3.091718895710717,22.01488676620475,2.73936978055642,176.9221675616112,0.0036407675481612985
like_c,dfbetas_sensitivity,0.22207731234403055,1.2486679115757713,1.0166029148561622,1.5337075377357179,0.034265774890648
mentism_c,dfbetas_sensitivity,-0.014352967133534511,0.9857495456589258,0.9340490765905942,1.040311682886753,0.6015485901181853
like_x_mentism,dfbetas_sensitivity,-0.06186072903589721,0.9400137943024721,0.891451860009429,0.9912211450987203,0.022267226971827845
q_post_gators_pos,dfbetas_sensitivity,-0.024953642539531213,0.9753551259670179,0.7381091935660773,1.2888575701841236,0.860701825760883
q_post_gators_neg,dfbetas_sensitivity,-0.156689253486165,0.8549696963951613,0.6804509569144729,1.0742481501806627,0.17858567056459662
q_pre_idaq,dfbetas_sensitivity,-0.0022335825584527845,0.9977689100309232,0.854172834127902,1.165505103941559,0.9775242163704773
q_pre_captcha_fun,dfbetas_sensitivity,0.12096954002999043,1.1285905350099306,0.98006953704187,1.299618596001302,0.09289422306490165
q_pre_captcha_difficulty,dfbetas_sensitivity,-0.03032290127730504,0.9701322260325912,0.8581479314008321,1.0967299477732424,0.6280020192152329
