,coef,IRR,CI_low_IRR,CI_high_IRR,p_value
Intercept,1.7970275225934933,6.031691723745217,1.2919329499201833,28.160366257818737,0.02226795976562446
q_pre_captcha_fun,0.3328191259730387,1.3948949753797597,0.9840716433379082,1.97722595251287,0.061517285866472475
q_pre_captcha_difficulty,0.06819888306560314,1.0705782071829115,0.7864157362780262,1.4574195871504996,0.6647781935532466
alpha,0.6195367976555918,1.8580671814109504,1.1135930248624646,3.1002471940436482,0.01769806362470711
