,dataset,coef,IRR,CI_low_IRR,CI_high_IRR,p_value
Intercept,dfbetas_sensitivity,2.9354652760617843,18.83026236761281,9.57763841818734,37.02152507238237,1.7314748719115353e-17
q_pre_captcha_fun,dfbetas_sensitivity,0.03629282663720333,1.0369594513860196,0.8966589557013644,1.1992128077031357,0.6246202718091777
q_pre_captcha_difficulty,dfbetas_sensitivity,-0.10671070881172712,0.898785646152098,0.785448786993003,1.0284765233665585,0.12074011501410288
alpha,dfbetas_sensitivity,0.7546491018759293,2.1268650794335464,1.7125628597042784,2.641395053314997,8.681981238071633e-12
