,coef,IRR,CI_low_IRR,CI_high_IRR,p_value
Intercept,0.3931644030352386,1.4816619590301787,0.8450176724562476,2.597960057398461,0.16999425775795007
q_pre_captcha_fun,0.3312642020953536,1.3927277052823575,1.2555932216868824,1.5448398633875213,3.760537111420113e-10
q_pre_captcha_difficulty,-0.33517747403592446,0.7152111436801718,0.6365449879172951,0.803599101012419,1.722016526560956e-08
alpha,0.30044049520689614,1.3504535448905783,1.1689030463517487,1.560201919739655,4.530004706824188e-05
