exp_sid,participant_number,age,gender,captcha_pre_attempts,captcha_pre_completions,captcha_pre_goal,captcha_pre_total_time,captcha_pre_mean_rt,captcha_post_attempts,captcha_post_completions,captcha_post_goal,captcha_post_total_time,captcha_post_mean_rt,q_pre_captcha_total_time,q_pre_captcha_fun,q_pre_captcha_difficulty,q_pre_idaq_total_time,q_pre_idaq,q_pre_2050_total_time,q_pre_2050_mean_futurism_score,q_post_gators_total_time,q_post_gators_pos,q_post_gators_neg,q_post_specific_total_time,q_post_specific_mentacy_belief_scale,q_post_specific_likeability,watchdog_total,total_words,mean_words_per_turn,word_rate_wps,mean_latency_sec
79178e6069b94be6b81d02eb62731359,1,1,female,1.0,1.0,1.0,7.5969999999999995,7.597,,,,,,1.956,4.0,4.0,1.921,5.0,2.886,5.0,,,,,,,0,,,,
a02ad3f874c843fd955135a151262f91,200,28,male,11.0,10.0,10.0,191.274,17.201636363636364,35.0,27.0,1000.0,358.552,9.781314285714286,31.49,1.0,5.0,189.986,2.7333333333333334,161.271,4.266666666666667,122.074,6.4,3.2,33.627,-6.0,6.0,3,428.0,32.92307692307692,2.30722709913698,17.1395
67af87be5389499fa766413f01441f3d,201,18,female,13.0,10.0,10.0,190.426,14.182076923076922,76.0,69.0,1000.0,761.592,9.831131578947367,21.862,5.0,5.0,182.853,2.7333333333333334,123.585,5.666666666666667,132.292,4.3,4.7,36.554,2.0,6.0,0,364.0,19.157894736842106,2.784790758166934,10.793944444444442
31fba82c3fd14c3199dc4c1d46ad63db,202,18,female,11.0,10.0,10.0,182.946,16.443454545454543,74.0,55.0,1000.0,813.464,10.47295945945946,47.887,2.6666666666666665,2.0,231.404,4.266666666666667,128.642,5.4,176.066,3.8,4.4,45.745,2.0,5.0,1,369.0,20.5,1.9727543379544703,11.559117647058821
0e08ba8246174a3a84c293712c5aa9e9,203,18,female,18.0,10.0,10.0,303.532,15.966944444444445,,,,,,29.51,3.3333333333333335,5.0,200.871,4.8,152.51,4.933333333333334,,,,,,,0,,,,
154e098336fd4a98bc9197f95822ddf2,203,18,female,,,,,,24.0,20.0,1000.0,285.6,11.644458333333333,,,,,,,,134.523,4.7,4.2,26.597,-4.0,4.0,2,238.0,14.0,2.329885616566172,2.687125
6f28985c2493423b8970bb3371166189,204,18,male,11.0,10.0,10.0,162.072,14.546181818181822,,,,,,36.815,2.0,2.0,238.099,3.533333333333333,166.043,5.533333333333333,,,,,,,0,,,,
50df7c99abe34469aeb1ccabf7da5de2,204,1,male,,,,,,2.0,2.0,1000.0,22.705,11.349499999999999,,,,,,,,101.931,5.0,4.8,19.218,-5.0,5.0,4,280.0,16.470588235294116,2.4966284370437246,2.2996875
f3aaf8db884d414aa0b90f5ed1ac033e,205,18,female,2.0,1.0,1.0,69.15,33.570499999999996,42.0,30.0,1000.0,449.922,10.134785714285716,21.173,3.3333333333333335,6.0,164.769,4.733333333333333,143.0,4.733333333333333,94.656,4.7,4.2,40.969,4.0,5.0,5,193.0,12.0625,2.5153544140885913,12.709874999999997
