,coef,IRR,CI_low_IRR,CI_high_IRR,p_value
Intercept,0.6356556642681616,1.8882598001500734,1.6615592202727931,2.1458910578446977,2.0162348948638218e-22
emp_c,0.10762149855228707,1.1136261564930539,0.9836330326050712,1.260798667101512,0.0892466756808412
ment_c,-0.005435219960839424,0.9945795241226317,0.9437156862793462,1.0481847914427844,0.8391897295649652
alpha,0.7446567546611451,2.1057185328500903,1.688882930869011,2.6254339235383264,3.6813623280399194e-11
