param,covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
mu_,difficulty_signed,0.01227679180676956,1.0123524609563752,0.04971080256970855,-0.08515459087244036,0.10970817448597948,0.9183703017609575,1.1159523595648557,0.0,0.2469642647501826,0.8049358801692019,0.31305422972995556
mu_,emp_x_ment,-0.007751395439468499,0.9922785691537056,0.016273104503952068,-0.03964609418387109,0.024143303304934097,0.9611295282991283,1.0244371125962195,0.0,-0.4763316942741936,0.6338380889648466,0.6578137372978606
mu_,empathy,0.05548214372420591,1.057050141925041,0.0502623211791923,-0.04303019556639578,0.1539944830148076,0.9578824658267447,1.1664844512832424,0.0,1.1038516014094177,0.2696575164901963,1.890799846494125
mu_,mentacy,0.023189892039093392,1.0234608681670931,0.06545810676220987,-0.10510563971101572,0.1514854237892025,0.9002294175873999,1.1635613413706787,0.0,0.3542707417942208,0.7231359923569101,0.46766111015969025
mu_,q_pre_fun,0.22443389086673393,1.2516139654984804,0.04923740091393147,0.1279303583830687,0.32093742335039915,1.1364738540642758,1.378419321331991,0.0,4.5581993911305645,5.1594044314835345e-06,17.56436402951575
mu_,Intercept,2.1487493353730955,8.574128329710103,0.2635898827251677,1.6321226585426303,2.665376012203561,5.114720008159758,14.373353086201055,0.0,8.151865743699624,3.583520115006493e-16,51.30947206552733
sigma_,Intercept,-0.26123376636038176,0.7701008748930488,0.0433554723531172,-0.3462089307052135,-0.17625860201555002,0.7073646814647293,0.8384011430751794,0.0,-6.025393155279495,1.68699032942365e-09,29.142901150504546
