"like_c","mentism_c","liking_level","mentism_level","cell","liking_raw_value","mentism_raw_value","predicted_completions","response_se","asymptotic_LCL","asymptotic_UCL"
-0.974216576611346,-3.73703371167552,"Low liking (-1 SD)","Low mentism (-1 SD)","Low liking (-1 SD) / Low mentism (-1 SD)",4.63403084606907,-5.58239453641779,9.03801044019217,1.32455516699527,6.78150335540429,12.0453575610084
0.974216576611346,-3.73703371167552,"High liking (+1 SD)","Low mentism (-1 SD)","High liking (+1 SD) / Low mentism (-1 SD)",6.58246399929176,-5.58239453641779,21.9556333670058,3.81620285238004,15.6169053094716,30.8671805965307
-0.974216576611346,3.73703371167552,"Low liking (-1 SD)","High mentism (+1 SD)","Low liking (-1 SD) / High mentism (+1 SD)",4.63403084606907,1.89167288693325,17.3309087867768,4.51407600817677,10.4019333590652,28.875439690624
0.974216576611346,3.73703371167552,"High liking (+1 SD)","High mentism (+1 SD)","High liking (+1 SD) / High mentism (+1 SD)",6.58246399929176,1.89167288693325,14.4392999687062,1.97694086475362,11.0409086384196,18.8837160431502
