"contrast","numerator","denominator","log_rate_ratio","SE","z_ratio","p_value","rate_ratio","asymptotic_LCL","asymptotic_UCL","p_value_holm","holm_significant_05"
"Low liking (-1 SD) / Low mentism (-1 SD) - High liking (+1 SD) / Low mentism (-1 SD)","Low liking (-1 SD) / Low mentism (-1 SD)","High liking (+1 SD) / Low mentism (-1 SD)",-0.998904258655228,0.223186399683446,-4.47565021915321,7.61791144934876e-06,0.36828276281277,0.237796131227961,0.570371741056565,4.57074686960925e-05,TRUE
"Low liking (-1 SD) / Low mentism (-1 SD) - Low liking (-1 SD) / High mentism (+1 SD)","Low liking (-1 SD) / Low mentism (-1 SD)","Low liking (-1 SD) / High mentism (+1 SD)",-0.574761195645103,0.327397488487839,-1.75554552449309,0.0791660408704974,0.562839261226257,0.296280546378426,1.06921644991534,0.237498122611492,FALSE
"Low liking (-1 SD) / Low mentism (-1 SD) - High liking (+1 SD) / High mentism (+1 SD)","Low liking (-1 SD) / Low mentism (-1 SD)","High liking (+1 SD) / High mentism (+1 SD)",-0.51528000238282,0.203792057157945,-2.52845969351722,0.0114564240116755,0.597333316448244,0.400634757965478,0.890604431704859,0.0572821200583774,FALSE
"High liking (+1 SD) / Low mentism (-1 SD) - Low liking (-1 SD) / High mentism (+1 SD)","High liking (+1 SD) / Low mentism (-1 SD)","Low liking (-1 SD) / High mentism (+1 SD)",0.424143063010125,0.326791246493876,1.2979021548488,0.194320959515379,1.5282802185135,0.805448502635481,2.89980106568863,0.388641919030759,FALSE
"High liking (+1 SD) / Low mentism (-1 SD) - High liking (+1 SD) / High mentism (+1 SD)","High liking (+1 SD) / Low mentism (-1 SD)","High liking (+1 SD) / High mentism (+1 SD)",0.483624256272408,0.213038471238737,2.27012639294827,0.0231999153884136,1.62194209657301,1.06830846668849,2.46248742443294,0.0927996615536542,FALSE
"Low liking (-1 SD) / High mentism (+1 SD) - High liking (+1 SD) / High mentism (+1 SD)","Low liking (-1 SD) / High mentism (+1 SD)","High liking (+1 SD) / High mentism (+1 SD)",0.0594811932622835,0.318417155450126,0.186802727944098,0.851815307978514,1.06128580146814,0.568584714125453,1.98093181968546,0.851815307978514,FALSE
