exp_sid,participant_number,n_full,n_leave_one_out,cooks_distance,full_beta_like_c,loo_beta_like_c,delta_beta_like_c,dfbetas_like_c,full_beta_ment_c,loo_beta_ment_c,delta_beta_ment_c,dfbetas_ment_c,full_beta_like_x_ment,loo_beta_like_x_ment,delta_beta_like_x_ment,dfbetas_like_x_ment,crosses_like_c,crosses_ment_c,crosses_like_x_ment,dfbetas_exclude_flag,manual_exclude_flag,exclude_flag,exclusion_reason,max_abs_dfbetas,cooks_threshold,cooks_crosses_threshold
ab32926de2c04952b8c2e7e4119f53e2,61,102,101,0.0044297197910154965,0.30137334403474053,0.305077481102404,0.003704137067663482,0.040984777368980645,0.03958796558046786,0.03737703696042338,-0.002210928620044475,-0.0894448283021198,-0.05243942644203587,-0.05295424139939568,-0.0005148149573598118,-0.02218116933235953,False,False,False,False,False,False,,0.0894448283021198,0.0392156862745098,False
cf14b27dd2a94c1291f10b2cbb05dd64,62,102,101,0.003978862264552716,0.30137334403474053,0.3036559088309975,0.0022825647962569917,0.02525565558076817,0.03958796558046786,0.04060840609031508,0.0010204405098472244,0.04128271051734657,-0.05243942644203587,-0.05285260214129202,-0.0004131756992561478,-0.01780196946144925,False,False,False,False,False,False,,0.04128271051734657,0.0392156862745098,False
32015503ad8c45578f32bc2dcda58aed,63,102,101,0.0015455920582275876,0.30137334403474053,0.2970848071822446,-0.004288536852495917,-0.047450924446779195,0.03958796558046786,0.040921128803946105,0.0013331632234782481,0.05393414990499049,-0.05243942644203587,-0.05358370889163783,-0.0011442824496019563,-0.04930222483984401,False,False,False,False,False,False,,0.05393414990499049,0.0392156862745098,False
9e259b7e4e614530b3f3da2205837a46,64,102,101,0.00134567173324254,0.30137334403474053,0.30087661536189936,-0.0004967286728411735,-0.0054961017093318465,0.03958796558046786,0.03833939080653082,-0.0012485747739370348,-0.05051205871807368,-0.05243942644203587,-0.05189238478691484,0.0005470416551210319,0.023569679572486044,False,False,False,False,False,False,,0.05051205871807368,0.0392156862745098,False
eaf2b998190941bfad65f6b552861e4f,65,102,101,0.0015471530482746812,0.30137334403474053,0.29914747987872936,-0.0022258641560111703,-0.024628285946571692,0.03958796558046786,0.0388356416623553,-0.0007523239181125574,-0.030435846310498303,-0.05243942644203587,-0.05235773471672466,8.169172531120872e-05,0.0035197462044873635,False,False,False,False,False,False,,0.030435846310498303,0.0392156862745098,False
86e5152601e44bc79e68c7fd0560dde1,66,102,101,0.0007289923022582303,0.30137334403474053,0.29997318818596835,-0.0014001558487721777,-0.0154921577402646,0.03958796558046786,0.03975262706517688,0.00016466148470902636,0.0066615077909999276,-0.05243942644203587,-0.05223518235782428,0.00020424408421158835,0.008800001927417964,False,False,False,False,False,False,,0.0154921577402646,0.0392156862745098,False
2691c893a7e44918a20165dac64aa688,67,102,101,0.00533952824428611,0.30137334403474053,0.30557721087497386,0.004203866840233328,0.04651408503208659,0.03958796558046786,0.03746556372523526,-0.002122401855232596,-0.08586340952317191,-0.05243942644203587,-0.05306101994640356,-0.0006215935043676901,-0.02678179912833824,False,False,False,False,False,False,,0.08586340952317191,0.0392156862745098,False
a4847afbee3440488223989d8a8cc3e4,68,102,101,0.0015567624749753845,0.30137334403474053,0.30183342330854135,0.0004600792738008175,0.005090590943143216,0.03958796558046786,0.04094166912180183,0.0013537035413339754,0.05476512435944372,-0.05243942644203587,-0.05298552461259282,-0.0005460981705569523,-0.023529028867647083,False,False,False,False,False,False,,0.05476512435944372,0.0392156862745098,False
7359e266ef9948aca580b49b20692727,69,102,101,0.000861760563915925,0.30137334403474053,0.30296277427519486,0.001589430240454326,0.01758640227361696,0.03958796558046786,0.0385941237827138,-0.0009938417977540595,-0.040206639035589374,-0.05243942644203587,-0.052631403915925974,-0.00019197747389010367,-0.008271486279639776,False,False,False,False,False,False,,0.040206639035589374,0.0392156862745098,False
8699d4cf905a4fa8bc11601c72ba7be4,70,102,101,0.00036287046363266264,0.30137334403474053,0.3014422437985365,6.889976379598206e-05,0.0007623479985676981,0.03958796558046786,0.04023048436929717,0.000642518788829316,0.025993594830107217,-0.05243942644203587,-0.05240495305870167,3.447338333419786e-05,0.0014853102891895027,False,False,False,False,False,False,,0.025993594830107217,0.0392156862745098,False
856e3316894747d2b9c9ee1f0f216ce8,71,102,101,0.004243662907980479,0.30137334403474053,0.30903581523139234,0.00766247119665181,0.08478214233284194,0.03958796558046786,0.040165389431941145,0.0005774238514732882,0.0233601287641471,-0.05243942644203587,-0.052918180165183695,-0.00047875372314782477,-0.02062744535648267,False,False,False,False,False,False,,0.08478214233284194,0.0392156862745098,False
18ae6b1aeb664685b0fd2c4e318f50d4,72,102,101,0.001175577189821298,0.30137334403474053,0.2985995803959247,-0.0027737636388158182,-0.03069057195627726,0.03958796558046786,0.03934442126379206,-0.00024354431667579501,-0.009852773803518532,-0.05243942644203587,-0.052662250432806916,-0.00022282399077104553,-0.009600530442922414,False,False,False,False,False,False,,0.03069057195627726,0.0392156862745098,False
75489e519b9a42568ddcff822ad0a78d,73,102,101,0.0003251520107997972,0.30137334403474053,0.2995703935085206,-0.0018029505262199264,-0.019948917811246435,0.03958796558046786,0.0396819059509256,9.394037045774156e-05,0.0038004303847951446,-0.05243942644203587,-0.052683910850500885,-0.00024448440846501496,-0.010533784976053192,False,False,False,False,False,False,,0.019948917811246435,0.0392156862745098,False
9b45f7fbf159423e8d0647bc7bcac22c,74,102,101,0.006203113000354058,0.30137334403474053,0.29687369195296076,-0.00449965208177977,-0.04978682900790763,0.03958796558046786,0.03773045269846191,-0.0018575128820059461,-0.07514712112083266,-0.05243942644203587,-0.050446828374562394,0.0019925980674734764,0.08585250780713194,False,False,False,False,False,False,,0.08585250780713194,0.0392156862745098,False
179b8c2a95e646eca2510d2513c9d519,75,102,101,0.01059210184540583,0.30137334403474053,0.30186418570854945,0.0004908416738089172,0.0054309644478587925,0.03958796558046786,0.03552422165011544,-0.004063743930352415,-0.1644019055245852,-0.05243942644203587,-0.05256499932416757,-0.00012557288213169843,-0.005410397118996102,False,False,False,False,False,False,,0.1644019055245852,0.0392156862745098,False
b09679120fe74756b97eb9314a75dec4,76,102,101,0.9156332225043256,0.30137334403474053,0.20357048254294954,-0.09780286149179099,-1.0821490757680747,0.03958796558046786,0.030507910204011248,-0.009080055376456609,-0.3673406670653003,-0.05243942644203587,-0.08347895457989064,-0.031039528137854773,-1.3373601908405643,True,False,True,True,False,True,dfbetas,1.3373601908405643,0.0392156862745098,True
e53182617ce146a98d36d15c67820ab1,77,102,101,0.003993188486633982,0.30137334403474053,0.3068171809121486,0.00544383687740807,0.06023385160375666,0.03958796558046786,0.04070505492584324,0.0011170893453753827,0.04519271395257373,-0.05243942644203587,-0.053568574456339606,-0.0011291480143037352,-0.04865014690912287,False,False,False,False,False,False,,0.06023385160375666,0.0392156862745098,False
cc291a6ebaf34cdb8741a0b0fc736589,78,102,101,1.2244354917230162,0.30137334403474053,0.41389412894360256,0.11252078490886203,1.2449969411584503,0.03958796558046786,-0.0029145382573502955,-0.04250250383781815,-1.7194716843040185,-0.05243942644203587,-0.017995466232256882,0.03444396020977899,1.4840425729048612,True,True,True,True,False,True,dfbetas,1.7194716843040185,0.0392156862745098,True
e995e3538f7a4c0aa006b00cdb863b1f,79,102,101,0.0034054769804389264,0.30137334403474053,0.30465219494011936,0.0032788509053788273,0.03627915812192089,0.03958796558046786,0.040695667184220616,0.0011077016037527587,0.04481292560030961,-0.05243942644203587,-0.05252082735417188,-8.140091213600792e-05,-0.0035072163115792564,False,False,False,False,False,False,,0.04481292560030961,0.0392156862745098,False
e4601ef24ef946538fc7489899a2fa2d,80,102,101,0.005285606119951698,0.30137334403474053,0.2910445375138246,-0.010328806520915945,-0.11428406347123712,0.03958796558046786,0.0397072733747383,0.00011930779427044014,0.0048266891463051775,-0.05243942644203587,-0.05279053432268152,-0.00035110788064564996,-0.015127733262582547,False,False,False,False,False,False,,0.11428406347123712,0.0392156862745098,False
f0e003dee178484d90a7f6c8233c95ae,81,102,101,0.003665262578590066,0.30137334403474053,0.30741568776054423,0.0060423437258037005,0.0668560876299138,0.03958796558046786,0.04021328996682813,0.0006253243863602737,0.02529798197193629,-0.05243942644203587,-0.05050749717590984,0.0019319292661260298,0.08323854926408505,False,False,False,False,False,False,,0.08323854926408505,0.0392156862745098,False
6cd6c028d70a43c88544ff8fa4d4af0f,82,102,101,0.0008149007428648717,0.30137334403474053,0.30295798840509164,0.001584644370351107,0.017533448558051296,0.03958796558046786,0.03888628148361601,-0.000701684096851847,-0.02838717315259999,-0.05243942644203587,-0.05262778050123817,-0.00018835405920229753,-0.008115368875507296,False,False,False,False,False,False,,0.02838717315259999,0.0392156862745098,False
4b49247f549d494a8fb63f53e2b7503f,83,102,101,6.0692343051378246e-05,0.30137334403474053,0.3008941997858376,-0.0004791442489029407,-0.005301537175918171,0.03958796558046786,0.039755354579714894,0.00016738899924703676,0.006771851502385314,-0.05243942644203587,-0.052345524376449036,9.390206558683445e-05,0.004045837417237599,False,False,False,False,False,False,,0.006771851502385314,0.0392156862745098,False
036595932d434e31953def9f9d6d6925,84,102,101,1.5946015325201223e-06,0.30137334403474053,0.3013140150441881,-5.9328990552443006e-05,-0.000656451266489456,0.03958796558046786,0.03956085275049863,-2.7112829969228036e-05,-0.0010968705182953335,-0.05243942644203587,-0.052399824807294194,3.9601634741676106e-05,0.0017062646558449457,False,False,False,False,False,False,,0.0017062646558449457,0.0392156862745098,False
6ef02b96983e45069d1b474941116646,85,102,101,4.571042809114941e-05,0.30137334403474053,0.30128566169561427,-8.768233912626044e-05,-0.0009701695921711838,0.03958796558046786,0.03934580596306798,-0.00024215961739987996,-0.009796754722729844,-0.05243942644203587,-0.052401695105464025,3.7731336571845964e-05,0.0016256815262875623,False,False,False,False,False,False,,0.009796754722729844,0.0392156862745098,False
29f3281611134ec99e6253f3ba8577f6,86,102,101,0.004556627619844444,0.30137334403474053,0.3007940982916292,-0.0005792457431113562,-0.006409119692302238,0.03958796558046786,0.04233220813280674,0.002744242552338884,0.11102045615040475,-0.05243942644203587,-0.0522946908021685,0.00014473563986736743,0.0062360381928097,False,False,False,False,False,False,,0.11102045615040475,0.0392156862745098,False
b25159abbbbd4325b7db1ca255b54e0f,87,102,101,0.0009572249365092056,0.30137334403474053,0.30175655736572715,0.00038321333098662036,0.004240100398125709,0.03958796558046786,0.04050861465810265,0.00092064907763479,0.03724557090128593,-0.05243942644203587,-0.05244441368823396,-4.987246198087658e-06,-0.0002148790567183008,False,False,False,False,False,False,,0.03724557090128593,0.0392156862745098,False
3eb0c114aa4148f1b53368b9104e5494,88,102,101,0.0017312861551256865,0.30137334403474053,0.3000069754025823,-0.0013663686321582214,-0.015118315864128517,0.03958796558046786,0.038416233837585856,-0.0011717317428820012,-0.04740331442998641,-0.05243942644203587,-0.052048153666124745,0.0003912727759111251,0.016858266399515712,False,False,False,False,False,False,,0.04740331442998641,0.0392156862745098,False
3bcabb5c49e047648a901f992091f96b,89,102,101,0.0031305805690360275,0.30137334403474053,0.3044665103129701,0.0030931662782295866,0.03422463288013381,0.03958796558046786,0.03772015307430931,-0.001867812506158549,-0.07556380038652845,-0.05243942644203587,-0.05285551524776764,-0.000416088805731768,-0.017927482730042504,False,False,False,False,False,False,,0.07556380038652845,0.0392156862745098,False
6f42e8850a04453d827fbc7e5c24f0cd,90,102,101,0.003439215645306155,0.30137334403474053,0.29635326130182926,-0.0050200827329112685,-0.055545183513420734,0.03958796558046786,0.03854897509362813,-0.0010389904868397248,-0.042033164191906676,-0.05243942644203587,-0.05137057994512982,0.0010688464969060493,0.04605201305680463,False,False,False,False,False,False,,0.055545183513420734,0.0392156862745098,False
56cbbb378c52498b954a8fab34ec0c8b,91,102,101,0.0027115305700802753,0.30137334403474053,0.29624580595208194,-0.005127538082658589,-0.056734133464799795,0.03958796558046786,0.039917004982058704,0.0003290394015908471,0.013311543626104734,-0.05243942644203587,-0.05326802436849184,-0.0008285979264559679,-0.03570073218039053,False,False,False,False,False,False,,0.056734133464799795,0.0392156862745098,False
cac7f82de156438db54cf8562985564c,92,102,101,0.0008019884052633268,0.30137334403474053,0.3027851454473932,0.0014118014126526801,0.015621011190949594,0.03958796558046786,0.03938807482859526,-0.00019989075187260008,-0.008086735057085058,-0.05243942644203587,-0.05259967089987765,-0.0001602444578417822,-0.0069042466679469245,False,False,False,False,False,False,,0.015621011190949594,0.0392156862745098,False
a0f2fb5dabb146c2830289f564f52723,93,102,101,0.08714915118249589,0.30137334403474053,0.3267045366025861,0.02533119256784555,0.2802793927220422,0.03958796558046786,0.04479961036529237,0.005211644784824512,0.21084112292186508,-0.05243942644203587,-0.05784643041235149,-0.00540700397031562,-0.2329646194846037,False,False,False,False,False,False,,0.2802793927220422,0.0392156862745098,True
e312b7d80e494d47aa5f5b624b07fb52,94,102,101,0.0004924486484348986,0.30137334403474053,0.30258617480329264,0.001212830768552109,0.013419481549237791,0.03958796558046786,0.03891622431624387,-0.0006717412642239864,-0.0271758126866867,-0.05243942644203587,-0.052576334245867884,-0.00013690780383201345,-0.005898770298542247,False,False,False,False,False,False,,0.0271758126866867,0.0392156862745098,False
9fe6b2f6555c47e9ac69dd8a62679aaf,95,102,101,0.0016415373127485013,0.30137334403474053,0.30359873665238524,0.002225392617644706,0.024623068565406404,0.03958796558046786,0.038914838721704995,-0.0006731268587628625,-0.027231867986031295,-0.05243942644203587,-0.052724186189412395,-0.00028475974737652426,-0.012269076656185901,False,False,False,False,False,False,,0.027231867986031295,0.0392156862745098,False
3e0a216249f6428a879be37b1eb5f75f,96,102,101,0.0058958125684311115,0.30137334403474053,0.29704122356771767,-0.00433212046702286,-0.04793315950063723,0.03958796558046786,0.041431100925318556,0.0018431353448506993,0.07456546672882768,-0.05243942644203587,-0.051855841477483,0.0005835849645528732,0.02514417410277212,False,False,False,False,False,False,,0.07456546672882768,0.0392156862745098,False
0503638ffc4841e7a0e1111abdca18e9,97,102,101,0.00670216122236076,0.30137334403474053,0.30889484231159525,0.007521498276854721,0.08322233403541753,0.03958796558046786,0.040577118162936375,0.000989152582468518,0.040016933202355144,-0.05243942644203587,-0.04975117887327808,0.0026882475687577886,0.1158250623403024,False,False,False,False,False,False,,0.1158250623403024,0.0392156862745098,False
51fdf791ec3446e99d9b0ed31790ea8e,98,102,101,0.15481855735303154,0.30137334403474053,0.24088871496285852,-0.06048462907188201,-0.6692379389513642,0.03958796558046786,0.04894505368089107,0.009357088100423211,0.3785482403015465,-0.05243942644203587,-0.06603149921388793,-0.013592072771852058,-0.585624142073031,True,False,True,True,False,True,dfbetas,0.6692379389513642,0.0392156862745098,True
a7eaeb8e27f545dea3a9aa7dbdca372a,99,102,101,0.009461190920507768,0.30137334403474053,0.2916270180038807,-0.009746326030859842,-0.10783915261328586,0.03958796558046786,0.043414847580256336,0.0038268819997884784,0.15481947282254085,-0.05243942644203587,-0.05546398830560557,-0.003024561863569697,-0.13031540341425496,False,False,False,False,False,False,,0.15481947282254085,0.0392156862745098,False
2389f9c564314743a5900f16e31d8416,100,102,101,0.005163467314077,0.30137334403474053,0.30538741197555275,0.004014067940812216,0.04441403703290209,0.03958796558046786,0.03720769534515367,-0.0023802702353141886,-0.09629567439677957,-0.05243942644203587,-0.0530074757451232,-0.0005680493030873271,-0.024474809056688883,False,False,False,False,False,False,,0.09629567439677957,0.0392156862745098,False
07dd2d8b11c14d899c947ce60d0acebf,101,102,101,0.10880202808573947,0.30137334403474053,0.2588819569494925,-0.04249138708524802,-0.47014999930512386,0.03958796558046786,0.04528114496745355,0.005693179386985693,0.2303219778989787,-0.05243942644203587,-0.051060620045094283,0.001378806396941587,0.05940685624976234,False,False,False,False,False,False,,0.47014999930512386,0.0392156862745098,True
87d85fdb81a34e5fb43c540288216aaf,102,102,101,0.02957449487693494,0.30137334403474053,0.31760056346955445,0.016227219434813922,0.17954761492477941,0.03958796558046786,0.041802977469511254,0.0022150118890433973,0.08961002010940332,-0.05243942644203587,-0.046976244335546424,0.005463182106489446,0.23538509451827114,False,False,False,False,False,False,,0.23538509451827114,0.0392156862745098,False
54c0bc6aeb364c928a0a270057f5bdbb,103,102,101,0.10579054225176975,0.30137334403474053,0.2740878417245694,-0.027285502310171128,-0.3019030389954151,0.03958796558046786,0.04704930766680933,0.0074613420863414714,0.30185436823499456,-0.05243942644203587,-0.04587071279468905,0.006568713647346819,0.28301770883814403,False,False,False,False,False,False,,0.3019030389954151,0.0392156862745098,True
