exp_sid,participant_number,exclude_flag,cooks_crosses_threshold,max_abs_dfbetas,cooks_distance,targeted_by
d4f017f131894c6480ae173727b7aa15,1,False,False,0.050312765558577985,0.0018783265302352353,neither
0991825287e24a6fa95fce328622b05f,2,False,False,0.11922500668987655,0.007673480514652787,neither
dcb449585f9c4ccdb12eedf96ccd1d55,3,False,False,0.13061581739144015,0.006863843051908173,neither
f421afa804904223a83d5009309f4859,4,False,True,0.38250918550723784,0.10749362923789456,cooks_only
0955eb67041143128a2b1b26ee7d4ebe,6,False,False,0.02450961807580482,0.001868138688721265,neither
ab2be3030cef4125adb5c3b6ab4f23ab,7,False,False,0.08810330351494572,0.005787265296487544,neither
1e53d11b72574a2aa0696ccbc1e987f7,8,False,False,0.004238356404457633,1.3367272109073136e-05,neither
dc5266bf7db74dcd8b2a4b4ebed65967,9,False,False,0.012920224276632256,0.00010995182564633595,neither
a32acc2dcc1544d0b011d33223733a40,10,False,False,0.013302905653406702,0.00034999174751617636,neither
023f77ba0feb4f1cac3a22936b3d797c,11,False,False,0.014767657750774096,0.0007294977122946954,neither
62a36f18c1e94e6eabff7e80742d4d98,12,False,False,0.04296688216249111,0.0013672287888629828,neither
4aaafe69bd1d423f9068c7ee2b7f1b24,13,False,False,0.03636946064626067,0.0006126954565714954,neither
673dcdd4a5344facb04c4a4576b0ba79,14,False,False,0.1056346557146302,0.005214446730608047,neither
47e09766c58f40a7b99fca6080d6a541,15,False,False,0.04253650484863713,0.0018640844459250723,neither
7fc17f54105c4f4281dc03dfedd3dac2,16,False,False,0.03401274966466197,0.001615775793053967,neither
ee867f0d615e4e4699081702333a57f3,17,False,False,0.041781540102194585,0.0009686001007949892,neither
bcc8ff2711444f4fa1cb7a4c732c6b9a,18,False,False,0.025847875506287653,0.000252239592628372,neither
bea2011ad47945a9991b4962b7a26bbe,19,False,False,0.06410426433693232,0.0043065376676254446,neither
30211c3c23054047b300fe7d69b21ea6,20,False,False,0.08414764310484064,0.0032886867738138423,neither
121e88c44bb24c3fac7a01bf04bdb03f,21,False,False,0.03230655227453418,0.0022898241902131766,neither
8c78b31e3f02444ab89450f9a192abb9,22,False,False,0.03462413843933159,0.000674228590378478,neither
2a7ca7b5779c412984f34e46d9bf2635,23,False,False,0.08029175399734695,0.005222161352787091,neither
93915b60073745b0bc6f3db0d177d998,24,False,False,0.04015284625234101,0.0011569120367488624,neither
9f2a4e88194e4080ad8aad6a59b6a1d1,25,False,False,0.08414764310483949,0.0032886867738137777,neither
8b081f52ad9343fbbda7ef81e6dd3a04,26,False,False,0.14026634576397778,0.0098598520564414,neither
9cdcc1da3e10496c9a623f7b5284a5ba,27,False,False,0.025801486572877036,0.00029710963154710865,neither
6bba52ff679e449391b18a4f3cb3378a,28,False,False,0.103055316131846,0.005404254108131742,neither
1f73ad75111d4a03a9da913787843eae,29,False,False,0.17785781170266587,0.011119270392010161,neither
b6d5b977f46a4cf597738d6c4b413a9d,30,False,False,0.04312428647769181,0.0031175770308233377,neither
bbec2a47208a49b19e637fdbe08204c7,31,False,False,0.0014682791785427898,8.393614237431753e-07,neither
cef0e506fa7c47b2bb92964ece39c629,32,False,False,0.04497775604819502,0.003404345780999737,neither
da6b1f80b3814716b99154d8a3760901,33,False,False,0.07314284436108433,0.0021567476830676967,neither
17341d7a428142d89bf00c2b7dbcbcff,34,False,False,0.16131287449392262,0.011518466273355375,neither
5edab9ad89db4ce29278fcd6967dc22f,35,False,False,0.03585396828382283,0.002467218218001303,neither
cb2739d8df89442f92479d3a7e8b92dd,36,False,False,0.05821942891510539,0.003506113661076242,neither
af0dfcdcede944e5adbf92a4c0ba9b92,37,False,False,0.06550688925858617,0.004918390851588369,neither
d48744259ced44b59415148e3901862e,38,False,False,0.08297643851859408,0.004937000970718882,neither
7d8eefccdb224f898923a6c601c8ab83,39,False,False,0.018189282169210726,0.0007381627314832994,neither
fc090a6ff748439ea823340006f8409b,40,False,False,0.04178154010219343,0.0009686001007949859,neither
7d6366e64e6c4cfdba0bab82b1604f44,41,False,False,0.014767657750775539,0.0007294977122947078,neither
37a96095f39f4370a745a7e32ebf11d5,42,False,False,0.011970518437589532,0.00042798648001536946,neither
907a2daa3fe54a0ca3ead9847e09b46a,43,False,False,0.21715605253374426,0.03019002688601352,neither
91783553ab0449c09f5bc3434e2eaa89,44,False,False,0.07425137851478292,0.0028516032283828034,neither
cac2c0de502348bfad795df71f2a1e71,45,False,False,0.06410426433693141,0.004306537667625466,neither
dff5c0713e614e1fb873826cbbb41705,46,False,False,0.08759340446770122,0.004392767249014822,neither
b99a2b7b8dd84149960b13cb998f42d7,47,False,False,0.012920224276631639,0.00010995182564633063,neither
790f52e00a444c14b46f8c7c768fb554,48,False,False,0.11922500668987532,0.007673480514652703,neither
831af3997c02419d89911a6b60265c07,49,False,False,0.043186350805265374,0.0026193056790266896,neither
356d6504b5544ddcb690eb6d20063ed4,50,False,False,0.15682177609014777,0.015386324319161886,neither
d14543fe53d641f3af028e703af3092c,51,True,True,0.9364515227404339,0.8555980754990646,both
74dc6bcfe87f4248847e2a64f90bc1ca,52,False,False,0.16944095951292443,0.011623533872464968,neither
5ff4662ff28f41589cdcda6c6aa93568,53,False,True,0.3302421788941558,0.06981917034001753,cooks_only
df333f2e67a647d69bf090537633a167,54,False,False,0.02814151250145575,0.0009749323100838968,neither
7ef7153ef781485ab8ae506f38dfef3b,55,False,False,0.04178154010219401,0.0009686001007949904,neither
f582a4098ccc4e26a3e07ae72b71605f,56,False,True,0.31474489353352936,0.05724222403570879,cooks_only
4ffbdd7ec010402886737610a08d48fe,57,False,False,0.03530573209702854,0.0006454378941227665,neither
e6e25c421e8c4061a2f8ad2efd66a109,58,False,False,0.061362847758672324,0.001947603663056369,neither
4fd8825c09d445c9a86d8dc79e00cd98,59,False,False,0.07275302095218115,0.0038317728857830036,neither
2a8b5848f5ae4523afca35451eabe58b,60,False,False,0.04312428647769181,0.0031175770308233416,neither
ab32926de2c04952b8c2e7e4119f53e2,61,False,False,0.08759340446770064,0.004392767249014784,neither
cf14b27dd2a94c1291f10b2cbb05dd64,62,False,False,0.04082699763221906,0.0046594685599697615,neither
32015503ad8c45578f32bc2dcda58aed,63,False,False,0.05844276901432873,0.001738692510116259,neither
9e259b7e4e614530b3f3da2205837a46,64,False,False,0.04837650713469138,0.0012108039603471582,neither
eaf2b998190941bfad65f6b552861e4f,65,False,False,0.031054190930363337,0.001587883645478453,neither
86e5152601e44bc79e68c7fd0560dde1,66,False,False,0.027014374416578585,0.0015944287678775417,neither
2691c893a7e44918a20165dac64aa688,67,False,False,0.09045369325167048,0.006074492360429943,neither
a4847afbee3440488223989d8a8cc3e4,68,False,False,0.07168558530826555,0.002637443040081525,neither
7359e266ef9948aca580b49b20692727,69,False,False,0.0231566455947961,0.0002885000845639656,neither
8699d4cf905a4fa8bc11601c72ba7be4,70,False,False,0.028477554071197196,0.000459185197974719,neither
856e3316894747d2b9c9ee1f0f216ce8,71,False,False,0.08262248393975788,0.003924605201825512,neither
18ae6b1aeb664685b0fd2c4e318f50d4,72,False,False,0.02937430453096003,0.001202105961036576,neither
75489e519b9a42568ddcff822ad0a78d,73,False,False,0.01812228101010847,0.0002923833772059683,neither
9b45f7fbf159423e8d0647bc7bcac22c,74,False,False,0.09685902477981663,0.007610786694979966,neither
179b8c2a95e646eca2510d2513c9d519,75,False,False,0.1523034245065406,0.009518715780471367,neither
b09679120fe74756b97eb9314a75dec4,76,True,True,1.3735759866320558,0.9739078977754481,both
e53182617ce146a98d36d15c67820ab1,77,False,False,0.05821942891510539,0.003506113661076285,neither
cc291a6ebaf34cdb8741a0b0fc736589,78,True,True,1.8271436645883448,1.3324350004702992,both
e995e3538f7a4c0aa006b00cdb863b1f,79,False,False,0.05326212741438173,0.004736433441188808,neither
e4601ef24ef946538fc7489899a2fa2d,80,False,False,0.12494579856683789,0.006266359529473414,neither
f0e003dee178484d90a7f6c8233c95ae,81,False,False,0.09862242350592346,0.00521586585074324,neither
6cd6c028d70a43c88544ff8fa4d4af0f,82,False,False,0.02340148873961781,0.0005535064707168807,neither
4b49247f549d494a8fb63f53e2b7503f,83,False,False,0.02126621100337562,0.0005134209030009581,neither
036595932d434e31953def9f9d6d6925,84,False,False,0.004589791297759112,1.7222823836822165e-05,neither
6ef02b96983e45069d1b474941116646,85,False,False,0.008444632032946377,3.572268048856683e-05,neither
29f3281611134ec99e6253f3ba8577f6,86,False,False,0.12551049092583896,0.006068299324460207,neither
b25159abbbbd4325b7db1ca255b54e0f,87,False,False,0.03805760136865274,0.0010772462517044158,neither
3eb0c114aa4148f1b53368b9104e5494,88,False,False,0.047804097451317015,0.0017306333206127645,neither
3bcabb5c49e047648a901f992091f96b,89,False,False,0.06942017154014715,0.002729531037401941,neither
6f42e8850a04453d827fbc7e5c24f0cd,90,False,False,0.06410426433693264,0.004306537667625473,neither
56cbbb378c52498b954a8fab34ec0c8b,91,False,False,0.05678320481807999,0.002962074875737949,neither
cac7f82de156438db54cf8562985564c,92,False,False,0.01818928216921104,0.0007381627314833042,neither
a0f2fb5dabb146c2830289f564f52723,93,False,True,0.2897844413779067,0.08768826991156885,cooks_only
e312b7d80e494d47aa5f5b624b07fb52,94,False,False,0.014751658423796834,0.0001428302270333242,neither
9fe6b2f6555c47e9ac69dd8a62679aaf,95,False,False,0.029353251625330874,0.0016655682503413953,neither
3e0a216249f6428a879be37b1eb5f75f,95,False,False,0.10747754349491952,0.012266196048921317,neither
0503638ffc4841e7a0e1111abdca18e9,97,False,False,0.14026634576397778,0.009859852056441501,neither
51fdf791ec3446e99d9b0ed31790ea8e,98,True,True,0.7220876831668293,0.18270687475021485,both
a7eaeb8e27f545dea3a9aa7dbdca372a,99,False,False,0.17148081386777073,0.011216294304550116,neither
2389f9c564314743a5900f16e31d8416,100,False,False,0.09657547286301339,0.005370767357567955,neither
