exp_sid,participant_number,n_full,n_leave_one_out,cooks_distance,full_beta_like_c,loo_beta_like_c,delta_beta_like_c,dfbetas_like_c,full_beta_ment_c,loo_beta_ment_c,delta_beta_ment_c,dfbetas_ment_c,full_beta_like_x_ment,loo_beta_like_x_ment,delta_beta_like_x_ment,dfbetas_like_x_ment,crosses_like_c,crosses_ment_c,crosses_like_x_ment,dfbetas_exclude_flag,custom_exclude_flag,dfbetas_used_for_exclusion,exclude_flag,exclusion_reason,max_abs_dfbetas,cooks_threshold,cooks_crosses_threshold
62a36f18c1e94e6eabff7e80742d4d98,12,99,98,0.0014443473189704756,0.23439069313776092,0.23411776911946805,-0.00027292401829287494,-0.0029580448965728493,0.050638179803989665,0.05187958287374573,0.001241403069756064,0.049089263393250995,-0.0719810021435328,-0.072212511573329,-0.00023150942979620337,-0.00970485631095816,False,False,False,False,False,False,False,,0.049089263393250995,0.04040404040404041,False
4aaafe69bd1d423f9068c7ee2b7f1b24,13,99,98,0.0011620268591527936,0.23439069313776092,0.23873479853804896,0.00434410540028804,0.04708291666623194,0.050638179803989665,0.05000100821784999,-0.0006371715861396773,-0.025195913060576145,-0.0719810021435328,-0.07210000601100687,-0.00011900386747407121,-0.004988632365000574,False,False,False,False,False,False,False,,0.04708291666623194,0.04040404040404041,False
673dcdd4a5344facb04c4a4576b0ba79,14,99,98,0.004977732465470596,0.23439069313776092,0.24341516145048084,0.009024468312719913,0.09781030853824799,0.050638179803989665,0.049360101615668325,-0.0012780781883213396,-0.050539521249938345,-0.0719810021435328,-0.07229001300583042,-0.00030901086229762065,-0.012953710005521629,False,False,False,False,False,False,False,,0.09781030853824799,0.04040404040404041,False
47e09766c58f40a7b99fca6080d6a541,15,99,98,0.0026614563258788226,0.23439069313776092,0.23887859462051164,0.004487901482750717,0.04864142833748925,0.050638179803989665,0.05152898255185259,0.0008908027478629274,0.03522534444019679,-0.0719810021435328,-0.07293391366772008,-0.0009529115241872776,-0.039945972945613986,False,False,False,False,False,False,False,,0.04864142833748925,0.04040404040404041,False
7fc17f54105c4f4281dc03dfedd3dac2,16,99,98,0.0018450973256811864,0.23439069313776092,0.2304660920427423,-0.003924601095018632,-0.04253618392700894,0.050638179803989665,0.05045146824740551,-0.0001867115565841529,-0.00738320453929955,-0.0719810021435328,-0.07234062957131908,-0.0003596274277862799,-0.015075552279739423,False,False,False,False,False,False,False,,0.04253618392700894,0.04040404040404041,False
ee867f0d615e4e4699081702333a57f3,17,99,98,0.0015411600915128366,0.23439069313776092,0.2365489177956264,0.0021582246578654707,0.023391585228698452,0.050638179803989665,0.049277340495357494,-0.001360839308632171,-0.05381217501778931,-0.0719810021435328,-0.0721698476924925,-0.00018884554895970407,-0.007916389925158883,False,False,False,False,False,False,False,,0.05381217501778931,0.04040404040404041,False
bcc8ff2711444f4fa1cb7a4c732c6b9a,18,99,98,5.804152091742966e-05,0.23439069313776092,0.23326837823662427,-0.0011223149011366507,-0.012164037032799327,0.050638179803989665,0.0506920949561374,5.3915152147733514e-05,0.00213198691798576,-0.0719810021435328,-0.07202574889722178,-4.474675368898451e-05,-0.0018757802449589603,False,False,False,False,False,False,False,,0.012164037032799327,0.04040404040404041,False
bea2011ad47945a9991b4962b7a26bbe,19,99,98,0.0037730346085350346,0.23439069313776092,0.22905181645235304,-0.0053388766854078895,-0.05786459187976446,0.050638179803989665,0.049582305490824236,-0.0010558743131654294,-0.041752830754100495,-0.0719810021435328,-0.07082705099590518,0.0011539511476276187,0.04837353747296458,False,False,False,False,False,False,False,,0.05786459187976446,0.04040404040404041,False
30211c3c23054047b300fe7d69b21ea6,20,99,98,0.0032187467754626166,0.23439069313776092,0.233292905640394,-0.0010977874973669144,-0.011898200548340883,0.050638179803989665,0.05290025361571438,0.0022620738117247116,0.08945002623567679,-0.0719810021435328,-0.07226326480466244,-0.0002822626611296425,-0.011832427606181157,False,False,False,False,False,False,False,,0.08945002623567679,0.04040404040404041,False
121e88c44bb24c3fac7a01bf04bdb03f,21,99,98,0.0011309545525673812,0.23439069313776092,0.23300931172726788,-0.0013813814104930433,-0.014971889455125419,0.050638179803989665,0.05080244981426264,0.000164270010272978,0.006495790125190217,-0.0719810021435328,-0.0716757116152542,0.00030529052827860115,0.012797753908549089,False,False,False,False,False,False,False,,0.014971889455125419,0.04040404040404041,False
8c78b31e3f02444ab89450f9a192abb9,22,99,98,0.0007520038540303868,0.23439069313776092,0.23395357888622628,-0.00043711425153464267,-0.0047375954269579445,0.050638179803989665,0.05164678067719051,0.0010086008732008434,0.03988347953171097,-0.0719810021435328,-0.07211252855409801,-0.00013152641056521364,-0.005513576344406946,False,False,False,False,False,False,False,,0.03988347953171097,0.04040404040404041,False
