exp_sid,participant_number,n_full,n_leave_one_out,cooks_distance,full_beta_like_c,loo_beta_like_c,delta_beta_like_c,dfbetas_like_c,full_beta_ment_c,loo_beta_ment_c,delta_beta_ment_c,dfbetas_ment_c,full_beta_like_x_ment,loo_beta_like_x_ment,delta_beta_like_x_ment,dfbetas_like_x_ment,crosses_like_c,crosses_ment_c,crosses_like_x_ment,dfbetas_exclude_flag,custom_exclude_flag,dfbetas_used_for_exclusion,exclude_flag,exclusion_reason,max_abs_dfbetas,cooks_threshold,cooks_crosses_threshold
856e3316894747d2b9c9ee1f0f216ce8,71,99,98,0.003950162418986525,0.23439069313776092,0.24206067544173449,0.00766998230397356,0.08312992074858866,0.050638179803989665,0.05109770618026806,0.00045952637627839216,0.01817122244244875,-0.0719810021435328,-0.07240524353985302,-0.0004242413963202185,-0.017784164541687682,False,False,False,False,False,False,False,,0.08312992074858866,0.04040404040404041,False
18ae6b1aeb664685b0fd2c4e318f50d4,72,99,98,0.0014364324152704594,0.23439069313776092,0.2309125290921887,-0.0034781640455722185,-0.037697544792145814,0.050638179803989665,0.05047083575420835,-0.00016734404978131778,-0.006617348013020964,-0.0719810021435328,-0.0722888147008371,-0.00030781255730430446,-0.012903477158474858,False,False,False,False,False,False,False,,0.037697544792145814,0.04040404040404041,False
75489e519b9a42568ddcff822ad0a78d,73,99,98,0.000546833337148445,0.23439069313776092,0.23176072615633078,-0.002629966981430143,-0.028504491675871067,0.050638179803989665,0.05084300627084452,0.00020482646685485162,0.008099529174937977,-0.0719810021435328,-0.07236992669489553,-0.0003889245513627321,-0.016303685297405886,False,False,False,False,False,False,False,,0.028504491675871067,0.04040404040404041,False
9b45f7fbf159423e8d0647bc7bcac22c,74,99,98,0.00646539747855485,0.23439069313776092,0.22995220282097137,-0.004438490316789556,-0.04810589303275737,0.050638179803989665,0.0487229486413806,-0.0019152311626090615,-0.07573469833512894,-0.0719810021435328,-0.06983714314213256,0.002143859001400239,0.08987039352072548,False,False,False,False,False,False,False,,0.08987039352072548,0.04040404040404041,False
179b8c2a95e646eca2510d2513c9d519,75,99,98,0.008991577747974109,0.23439069313776092,0.2365013321536905,0.0021106390159295885,0.022875835584680208,0.050638179803989665,0.04665701300515781,-0.003981166798831856,-0.15742875973290885,-0.0719810021435328,-0.0715283813800755,0.0004526207634572982,0.018973825284680897,False,False,False,False,False,False,False,,0.15742875973290885,0.04040404040404041,False
b09679120fe74756b97eb9314a75dec4,76,99,98,1.2191327154443912,0.23439069313776092,0.12244954673380694,-0.11194114640395399,-1.2132568577434535,0.050638179803989665,0.040696098872311674,-0.00994208093167799,-0.3931434047670439,-0.0719810021435328,-0.10775708691213608,-0.03577608476860328,-1.4997305395015383,True,False,True,True,False,False,False,,1.4997305395015383,0.04040404040404041,True
e53182617ce146a98d36d15c67820ab1,77,99,98,0.00466935116974857,0.23439069313776092,0.24033658390726334,0.0059458907695024155,0.06444362044908891,0.050638179803989665,0.05181612639006743,0.0011779465860777619,0.04657998005314631,-0.0719810021435328,-0.0732488592821935,-0.0012678571386607052,-0.053148467275636144,False,False,False,False,False,False,False,,0.06444362044908891,0.04040404040404041,False
cc291a6ebaf34cdb8741a0b0fc736589,78,99,98,0.9964609518942606,0.23439069313776092,0.3472509324045587,0.11286023926679775,1.2232183040442113,0.050638179803989665,0.011462856505099147,-0.03917532329889052,-1.5491243825527887,-0.0719810021435328,-0.03753927436737895,0.03444172777615385,1.443794403808735,True,True,True,True,False,False,False,,1.5491243825527887,0.04040404040404041,True
e995e3538f7a4c0aa006b00cdb863b1f,79,99,98,0.003516961065146785,0.23439069313776092,0.2381354109386171,0.0037447178008561677,0.0405865465751765,0.050638179803989665,0.051682434379969486,0.0010442545759798208,0.041293347163990815,-0.0719810021435328,-0.07206722475700197,-8.622261346917515e-05,-0.0036144448855074374,False,False,False,False,False,False,False,,0.041293347163990815,0.04040404040404041,False
e4601ef24ef946538fc7489899a2fa2d,80,99,98,0.00648026030447424,0.23439069313776092,0.2224530590479565,-0.011937634089804416,-0.12938420670109962,0.050638179803989665,0.05097872225076416,0.00034054244677449164,0.013466196655676119,-0.0719810021435328,-0.07251600419286199,-0.0005350020493291863,-0.022427242032337508,False,False,False,False,False,False,False,,0.12938420670109962,0.04040404040404041,False
f0e003dee178484d90a7f6c8233c95ae,81,99,98,0.002134907168437503,0.23439069313776092,0.23895367041656387,0.004562977278802949,0.04945512577884136,0.050638179803989665,0.05108755593112912,0.0004493761271394531,0.017769847364822743,-0.0719810021435328,-0.0705029945015765,0.001478007641956297,0.06195795913933519,False,False,False,False,False,False,False,,0.06195795913933519,0.04040404040404041,False
6cd6c028d70a43c88544ff8fa4d4af0f,82,99,98,0.0008132298625336332,0.23439069313776092,0.2358316616594811,0.0014409685217201817,0.015617715173834461,0.050638179803989665,0.04993530365908032,-0.0007028761449093465,-0.027794092870309837,-0.0719810021435328,-0.0721545172962234,-0.00017351515269059536,-0.007273740970804329,False,False,False,False,False,False,False,,0.027794092870309837,0.04040404040404041,False
4b49247f549d494a8fb63f53e2b7503f,83,99,98,7.568158893121148e-05,0.23439069313776092,0.23385612720020135,-0.0005345659375595724,-0.0057938105021702845,0.050638179803989665,0.050831053892421825,0.00019287408843216003,0.007626891828646728,-0.0719810021435328,-0.07188735598832316,9.364615520963959e-05,0.003925639146462717,False,False,False,False,False,False,False,,0.007626891828646728,0.04040404040404041,False
036595932d434e31953def9f9d6d6925,84,99,98,7.549177387864785e-07,0.23439069313776092,0.23432770659136606,-6.29865463948609e-05,-0.0006826699726959551,0.050638179803989665,0.05064315410960743,4.9743056177650735e-06,0.00019670081750078176,-0.0719810021435328,-0.07195398182882685,2.702031470594446e-05,0.0011326893765359748,False,False,False,False,False,False,False,,0.0011326893765359748,0.04040404040404041,False
6ef02b96983e45069d1b474941116646,85,99,98,8.499268434148676e-06,0.23439069313776092,0.2343340851040525,-5.6608033708438477e-05,-0.0006135374462960622,0.050638179803989665,0.05053054901429745,-0.00010763078969221185,-0.004256084355794935,-0.0719810021435328,-0.07193062979009292,5.0372353439881445e-05,0.002111604925160873,False,False,False,False,False,False,False,,0.004256084355794935,0.04040404040404041,False
29f3281611134ec99e6253f3ba8577f6,86,99,98,0.005633010816620524,0.23439069313776092,0.2323967337644723,-0.001993959373288612,-0.021611221265988363,0.050638179803989665,0.0538826328753693,0.0032444530713796327,0.12829661474841778,-0.0719810021435328,-0.07228669949888183,-0.0003056973553490355,-0.012814808065977793,False,False,False,False,False,False,False,,0.12829661474841778,0.04040404040404041,False
b25159abbbbd4325b7db1ca255b54e0f,87,99,98,0.0011663330201454243,0.23439069313776092,0.23413196087592586,-0.00025873226183506515,-0.0028042297320958983,0.050638179803989665,0.051752307387348734,0.0011141275833590689,0.04405636148776921,-0.0719810021435328,-0.07218382050194205,-0.0002028183584092541,-0.008502128951373294,False,False,False,False,False,False,False,,0.04405636148776921,0.04040404040404041,False
3eb0c114aa4148f1b53368b9104e5494,88,99,98,0.0018533553938024242,0.23439069313776092,0.2328354141226973,-0.0015552790150636375,-0.01685665183310818,0.050638179803989665,0.049443540819188794,-0.0011946389848008707,-0.04724005378547957,-0.0719810021435328,-0.07151654085306258,0.00046446129047021667,0.01947017920602029,False,False,False,False,False,False,False,,0.04724005378547957,0.04040404040404041,False
3bcabb5c49e047648a901f992091f96b,89,99,98,0.0031196329092348886,0.23439069313776092,0.2375228168455284,0.00313212370776747,0.03394703993861822,0.050638179803989665,0.04871428737460665,-0.0019238924293830117,-0.07607719402919003,-0.0719810021435328,-0.07227461170660841,-0.00029360956307561414,-0.012308088805196352,False,False,False,False,False,False,False,,0.07607719402919003,0.04040404040404041,False
6f42e8850a04453d827fbc7e5c24f0cd,90,99,98,0.003773034608535042,0.23439069313776092,0.229051816452353,-0.005338876685407917,-0.05786459187976476,0.050638179803989665,0.04958230549082424,-0.0010558743131654225,-0.04175283075410022,-0.0719810021435328,-0.07082705099590518,0.0011539511476276187,0.04837353747296458,False,False,False,False,False,False,False,,0.05786459187976476,0.04040404040404041,False
56cbbb378c52498b954a8fab34ec0c8b,91,99,98,0.0033450809092812643,0.23439069313776092,0.22804066223781796,-0.00635003089994296,-0.06882383094806774,0.050638179803989665,0.05118932158126161,0.0005511417772719462,0.021794004325157167,-0.0719810021435328,-0.07305276560390975,-0.0010717634603769483,-0.04492823636363238,False,False,False,False,False,False,False,,0.06882383094806774,0.04040404040404041,False
cac7f82de156438db54cf8562985564c,92,99,98,0.0008461348121774864,0.23439069313776092,0.23548564318336768,0.0010949500456067518,0.011867447264877887,0.050638179803989665,0.05047748390248554,-0.00016069590150412372,-0.006354457812563593,-0.0719810021435328,-0.07220371335605039,-0.0002227112125175873,-0.009336035764180765,False,False,False,False,False,False,False,,0.011867447264877887,0.04040404040404041,False
a0f2fb5dabb146c2830289f564f52723,93,99,98,0.10104503755593047,0.23439069313776092,0.2620990916817748,0.027708398544013885,0.3003132059171598,0.050638179803989665,0.05607942978686656,0.005441249982876893,0.21516537223518614,-0.0719810021435328,-0.07798984774986649,-0.00600884560633369,-0.25189031503181153,False,False,False,False,False,False,False,,0.3003132059171598,0.04040404040404041,True
e312b7d80e494d47aa5f5b624b07fb52,94,99,98,0.00046003151665158286,0.23439069313776092,0.2355016053068872,0.001110912169126288,0.012040450279822366,0.050638179803989665,0.04997615304892484,-0.0006620267550648262,-0.026178770251585135,-0.0719810021435328,-0.07208242218349113,-0.00010142003995833315,-0.004251519757591316,False,False,False,False,False,False,False,,0.026178770251585135,0.04040404040404041,False
9fe6b2f6555c47e9ac69dd8a62679aaf,95,99,98,0.0016903990653417997,0.23439069313776092,0.2363362936296045,0.0019456004918435854,0.021087090984757754,0.050638179803989665,0.04998020571613424,-0.000657974087855423,-0.026018514124518624,-0.0719810021435328,-0.07229425799103584,-0.00031325584750303836,-0.013131659437201312,False,False,False,False,False,False,False,,0.026018514124518624,0.04040404040404041,False
3e0a216249f6428a879be37b1eb5f75f,96,99,98,0.0062902434880135905,0.23439069313776092,0.23022279929496214,-0.004167893842798781,-0.045173074866273866,0.050638179803989665,0.05255510514991059,0.0019169253459209237,0.07580169205607148,-0.0719810021435328,-0.0714271576742361,0.0005538444692966965,0.023217114732107833,False,False,False,False,False,False,False,,0.07580169205607148,0.04040404040404041,False
0503638ffc4841e7a0e1111abdca18e9,97,99,98,0.004357756894396126,0.23439069313776092,0.24039370968377333,0.006003016546012402,0.06506276937092105,0.050638179803989665,0.051403063093428326,0.0007648832894386615,0.03024606445328735,-0.0719810021435328,-0.06981421942394792,0.0021667827195848838,0.09083135390705063,False,False,False,False,False,False,False,,0.09083135390705063,0.04040404040404041,False
a7eaeb8e27f545dea3a9aa7dbdca372a,99,99,98,0.01792957008738142,0.23439069313776092,0.21982128165761447,-0.014569411480146455,-0.15790832021485818,0.050638179803989665,0.05604854090417392,0.005410361100184252,0.2139439216561085,-0.0719810021435328,-0.07656657940132294,-0.004585577257790144,-0.19222702258316693,False,False,False,False,False,False,False,,0.2139439216561085,0.04040404040404041,False
2389f9c564314743a5900f16e31d8416,100,99,98,0.0052469302622976804,0.23439069313776092,0.23853730995801092,0.004146616820249999,0.04494246713757938,0.050638179803989665,0.04816009095471156,-0.0024780888492781025,-0.09799198922393096,-0.0719810021435328,-0.07239410205734347,-0.00041309991381066613,-0.017317114508600726,False,False,False,False,False,False,False,,0.09799198922393096,0.04040404040404041,False
07dd2d8b11c14d899c947ce60d0acebf,101,99,98,0.12530348144762748,0.23439069313776092,0.18869743131125113,-0.04569326182650979,-0.4952393739441103,0.050638179803989665,0.05706255304054742,0.006424373236557757,0.2540413807804631,-0.0719810021435328,-0.07067760792006232,0.0013033942234704776,0.05463817895646389,False,False,False,False,False,False,False,,0.4952393739441103,0.04040404040404041,True
87d85fdb81a34e5fb43c540288216aaf,102,99,98,0.02872832514273869,0.23439069313776092,0.2505129146939879,0.016122221556226973,0.17473821283342508,0.050638179803989665,0.05270128663956498,0.0020631068355753124,0.08158220108145367,-0.0719810021435328,-0.0666123936386791,0.0053686085048536974,0.22505162824364353,False,False,False,False,False,False,False,,0.22505162824364353,0.04040404040404041,False
54c0bc6aeb364c928a0a270057f5bdbb,103,99,98,0.11088143923464727,0.23439069313776092,0.20588869266914187,-0.02850200046861906,-0.3089145380302962,0.050638179803989665,0.05847657684105803,0.007838397037068366,0.3099566499454015,-0.0719810021435328,-0.06555089061085598,0.0064301115326768216,0.2695497481160781,False,False,False,False,False,False,False,,0.3099566499454015,0.04040404040404041,True
