exp_sid,participant_number,n_full,n_leave_one_out,cooks_distance,full_beta_like_c,loo_beta_like_c,delta_beta_like_c,dfbetas_like_c,full_beta_mentism_c,loo_beta_mentism_c,delta_beta_mentism_c,dfbetas_mentism_c,full_beta_like_x_mentism,loo_beta_like_x_mentism,delta_beta_like_x_mentism,dfbetas_like_x_mentism,crosses_like_c,crosses_mentism_c,crosses_like_x_mentism,dfbetas_exclude_flag,custom_exclude_flag,dfbetas_used_for_exclusion,exclude_flag,exclusion_reason,max_abs_dfbetas,cooks_threshold,cooks_crosses_threshold
d4f017f131894c6480ae173727b7aa15,1,120,119,0.0014737568463152235,0.24918669886236264,0.2531068210619597,0.003920122199597059,0.04199961172778517,0.040955859270033076,0.040078233850511326,-0.0008776254195217506,-0.03373857861370062,-0.053240677659993116,-0.05384777239666783,-0.0006070947366747168,-0.024638460333804624,False,False,False,False,False,False,False,,0.04199961172778517,1.0,False
0991825287e24a6fa95fce328622b05f,2,120,119,0.002565721283408444,0.24918669886236264,0.2543245794575336,0.005137880595170979,0.05504649577584173,0.040955859270033076,0.04145513052286284,0.0004992712528297666,0.019193498773471214,-0.053240677659993116,-0.05152104418644423,0.0017196334735488858,0.06978996615715743,False,False,False,False,False,False,False,,0.06978996615715743,1.0,False
dcb449585f9c4ccdb12eedf96ccd1d55,3,120,119,0.00362037418304254,0.24918669886236264,0.2578314045378025,0.008644705675439873,0.09261810305474026,0.040955859270033076,0.04013261970589297,-0.0008232395641401061,-0.031647821650135376,-0.053240677659993116,-0.0529590098791514,0.000281667780841717,0.011431264391438494,False,False,False,False,False,False,False,,0.09261810305474026,1.0,False
f421afa804904223a83d5009309f4859,4,120,119,0.03625534731744645,0.24918669886236264,0.22962807806482166,-0.019558620797540976,-0.20954818181742918,0.040955859270033076,0.045239476346991894,0.004283617076958818,0.16467521141390978,-0.053240677659993116,-0.050165315980552745,0.0030753616794403707,0.12481112448120814,False,False,False,False,False,False,False,,0.20954818181742918,1.0,False
0955eb67041143128a2b1b26ee7d4ebe,6,120,119,0.0014103422652425425,0.24918669886236264,0.24818684532671326,-0.000999853535649381,-0.010712283480918943,0.040955859270033076,0.04025515671008675,-0.0007007025599463299,-0.02693712816164006,-0.053240677659993116,-0.053007168651989296,0.00023350900800381963,0.009476778637220856,False,False,False,False,False,False,False,,0.02693712816164006,1.0,False
ab2be3030cef4125adb5c3b6ab4f23ab,7,120,119,0.0035193023571958868,0.24918669886236264,0.25525237726190775,0.00606567839954511,0.06498678476724369,0.040955859270033076,0.039611852168597084,-0.0013440071014359928,-0.05166770269015247,-0.053240677659993116,-0.05419027529306162,-0.0009495976330685038,-0.03853866983526341,False,False,False,False,False,False,False,,0.06498678476724369,1.0,False
1e53d11b72574a2aa0696ccbc1e987f7,8,120,119,1.0899459926314116e-05,0.24918669886236264,0.2490432108677936,-0.00014348799456903594,-0.0015373092349308655,0.040955859270033076,0.04086586115105019,-8.99981189828869e-05,-0.003459800211853434,-0.053240677659993116,-0.05319550086930657,4.5176790686544954e-05,0.0018334643641218509,False,False,False,False,False,False,False,,0.003459800211853434,1.0,False
dc5266bf7db74dcd8b2a4b4ebed65967,9,120,119,4.56240863728262e-05,0.24918669886236264,0.24834926387433834,-0.0008374349880242993,-0.00897215508942508,0.040955859270033076,0.04117995394308627,0.00022409467305319064,0.00861487780041361,-0.053240677659993116,-0.05343916765076862,-0.00019848999077550639,-0.008055559485108662,False,False,False,False,False,False,False,,0.00897215508942508,1.0,False
a32acc2dcc1544d0b011d33223733a40,10,120,119,0.00021254485087762593,0.24918669886236264,0.24994780359001825,0.0007611047276556149,0.00815436392493153,0.040955859270033076,0.04072559255781621,-0.00023026671221686862,-0.008852149675063804,-0.053240677659993116,-0.053340207988964106,-9.953032897098979e-05,-0.004039359780640288,False,False,False,False,False,False,False,,0.008852149675063804,1.0,False
023f77ba0feb4f1cac3a22936b3d797c,11,120,119,0.00037949567141378366,0.24918669886236264,0.24965182002051478,0.00046512115815214305,0.004983239566046109,0.040955859270033076,0.04131388527099148,0.00035802600095840437,0.013763603594875835,-0.053240677659993116,-0.05333913188070521,-9.845422071209226e-05,-0.003995686776988582,False,False,False,False,False,False,False,,0.013763603594875835,1.0,False
62a36f18c1e94e6eabff7e80742d4d98,12,120,119,0.0006700323217176979,0.24918669886236264,0.24926920943927286,8.25105769102219e-05,0.0008840061654254242,0.040955859270033076,0.041815054368246965,0.0008591950982138885,0.033030061254825674,-0.053240677659993116,-0.05331547893123454,-7.48012712414245e-05,-0.00303575050657617,False,False,False,False,False,False,False,,0.033030061254825674,1.0,False
4aaafe69bd1d423f9068c7ee2b7f1b24,13,120,119,0.00040689877709462947,0.24918669886236264,0.25185877647051774,0.0026720776081551045,0.028628245839009497,0.040955859270033076,0.04058278665999699,-0.0003730726100360862,-0.014342040809597383,-0.053240677659993116,-0.05329373810877522,-5.3060448782102365e-05,-0.0021534164004985788,False,False,False,False,False,False,False,,0.028628245839009497,1.0,False
673dcdd4a5344facb04c4a4576b0ba79,14,120,119,0.0028109031945376863,0.24918669886236264,0.2562261644264597,0.007039465564097042,0.07541979698836421,0.040955859270033076,0.04000272843294104,-0.000953130837092038,-0.03664123549873436,-0.053240677659993116,-0.053422588394074585,-0.00018191073408146963,-0.007382703448409305,False,False,False,False,False,False,False,,0.07541979698836421,1.0,False
47e09766c58f40a7b99fca6080d6a541,15,120,119,0.001454919869693727,0.24918669886236264,0.25260930716457075,0.0034226083022081133,0.03666932112570632,0.040955859270033076,0.041613866190046866,0.00065800692001379,0.025295778478410483,-0.053240677659993116,-0.053915711099372564,-0.000675033439379448,-0.027395698917175096,False,False,False,False,False,False,False,,0.03666932112570632,1.0,False
7fc17f54105c4f4281dc03dfedd3dac2,16,120,119,0.0010088060896586044,0.24918669886236264,0.24637573522332715,-0.002810963639035491,-0.03011625031294885,0.040955859270033076,0.04084909395977913,-0.00010676531025394925,-0.0041043818160849555,-0.053240677659993116,-0.05356103260095288,-0.00032035494095976336,-0.013001352225203978,False,False,False,False,False,False,False,,0.03011625031294885,1.0,False
ee867f0d615e4e4699081702333a57f3,17,120,119,0.0007430379348678062,0.24918669886236264,0.2507734310069985,0.0015867321446358662,0.017000014437701008,0.040955859270033076,0.0400128440414528,-0.0009430152285802781,-0.03625236087704734,-0.053240677659993116,-0.053423125721275014,-0.00018244806128189794,-0.007404510448395077,False,False,False,False,False,False,False,,0.03625236087704734,1.0,False
bcc8ff2711444f4fa1cb7a4c732c6b9a,18,120,119,0.00022076002616740626,0.24918669886236264,0.24697787695991172,-0.0022088219024509193,-0.02366499245566936,0.040955859270033076,0.04107570481613469,0.00011984554610161569,0.0046072256895825165,-0.053240677659993116,-0.053415339190761725,-0.00017466153076860919,-0.007088500258222044,False,False,False,False,False,False,False,,0.02366499245566936,1.0,False
bea2011ad47945a9991b4962b7a26bbe,19,120,119,0.002360535058225961,0.24918669886236264,0.24483324872427065,-0.004353450138091991,-0.04664222342225209,0.040955859270033076,0.04011897599732153,-0.0008368832727115444,-0.032172327121354226,-0.053240677659993116,-0.0523651803788637,0.0008754972811294143,0.035531365584904794,False,False,False,False,False,False,False,,0.04664222342225209,1.0,False
30211c3c23054047b300fe7d69b21ea6,20,120,119,0.0015898405623543902,0.24918669886236264,0.24879595870588844,-0.00039074015647419524,-0.004186332471997191,0.040955859270033076,0.042560540342214064,0.001604681072180987,0.061688799457516014,-0.053240677659993116,-0.05329780542074362,-5.7127760750501355e-05,-0.0023184850438992895,False,False,False,False,False,False,False,,0.061688799457516014,1.0,False
121e88c44bb24c3fac7a01bf04bdb03f,21,120,119,0.001307355138830238,0.24918669886236264,0.24742975727765742,-0.0017569415847052128,-0.01882361330307594,0.040955859270033076,0.04110502400623265,0.00014916473619957377,0.005734344136708895,-0.053240677659993116,-0.05294840031650034,0.0002922773434927764,0.011861845110963332,False,False,False,False,False,False,False,,0.01882361330307594,1.0,False
8c78b31e3f02444ab89450f9a192abb9,22,120,119,0.00020493080297438612,0.24918669886236264,0.2490981153051466,-8.858355721602651e-05,-0.0009490711817406037,0.040955859270033076,0.04148730649715157,0.000531447227118495,0.020430440655355445,-0.053240677659993116,-0.05325796643101074,-1.7288771017621996e-05,-0.0007016511150650049,False,False,False,False,False,False,False,,0.020430440655355445,1.0,False
2a7ca7b5779c412984f34e46d9bf2635,23,120,119,0.004061086235873283,0.24918669886236264,0.2527640536412968,0.0035773547789341442,0.03832725207984956,0.040955859270033076,0.042523977635650856,0.0015681183656177794,0.06028321830378796,-0.053240677659993116,-0.054940275098934746,-0.0016995974389416302,-0.06897681951941594,False,False,False,False,False,False,False,,0.06897681951941594,1.0,False
93915b60073745b0bc6f3db0d177d998,24,120,119,0.0012542763131179818,0.24918669886236264,0.24898112987792165,-0.00020556898444099025,-0.002202435814547861,0.040955859270033076,0.03977210408105087,-0.0011837551889822065,-0.04550713392578803,-0.053240677659993116,-0.05310088773022906,0.00013978992976405868,0.005673263877104756,False,False,False,False,False,False,False,,0.04550713392578803,1.0,False
9f2a4e88194e4080ad8aad6a59b6a1d1,25,120,119,0.0015898405623543997,0.24918669886236264,0.24879595870588844,-0.00039074015647419524,-0.004186332471997191,0.040955859270033076,0.04256054034221407,0.001604681072180994,0.06168879945751628,-0.053240677659993116,-0.05329780542074362,-5.7127760750501355e-05,-0.0023184850438992895,False,False,False,False,False,False,False,,0.06168879945751628,1.0,False
8b081f52ad9343fbbda7ef81e6dd3a04,26,120,119,0.002917482911068764,0.24918669886236264,0.25421453103513536,0.005027832172772723,0.05386745319077712,0.040955859270033076,0.041577956604760775,0.000622097334727699,0.023915305284253938,-0.053240677659993116,-0.05135186826582413,0.0018888093941689874,0.07665583726067617,False,False,False,False,False,False,False,,0.07665583726067617,1.0,False
9cdcc1da3e10496c9a623f7b5284a5ba,27,120,119,0.0007539879853332936,0.24918669886236264,0.24938797556499714,0.00020127670263450637,0.002156448939619041,0.040955859270033076,0.039843207852682264,-0.0011126514173508129,-0.04277368963901742,-0.053240677659993116,-0.05317391652631739,6.676113367572872e-05,0.0027094478745095896,False,False,False,False,False,False,False,,0.04277368963901742,1.0,False
6bba52ff679e449391b18a4f3cb3378a,28,120,119,0.01391071206531436,0.24918669886236264,0.23807185762980376,-0.011114841232558875,-0.11908277150937621,0.040955859270033076,0.03958240560266149,-0.0013734536673715853,-0.052799717850177,-0.053240677659993116,-0.05734256474238734,-0.004101887082394222,-0.166471847090755,False,False,False,False,False,False,False,,0.166471847090755,1.0,False
1f73ad75111d4a03a9da913787843eae,29,120,119,0.0076192621227583,0.24918669886236264,0.23538479913744462,-0.01380189972491802,-0.14787152033473988,0.040955859270033076,0.04298915593266498,0.0020332966626319046,0.0781660806207784,-0.053240677659993116,-0.055751037638037265,-0.0025103599780441493,-0.1018809767341989,False,False,False,False,False,False,False,,0.14787152033473988,1.0,False
b6d5b977f46a4cf597738d6c4b413a9d,30,120,119,0.0018386495507365255,0.24918669886236264,0.25178910155381695,0.002602402691454314,0.02788175904609785,0.040955859270033076,0.04169407108450675,0.0007382118144736716,0.028379097485297124,-0.053240677659993116,-0.053223124120639335,1.75535393537804e-05,0.0007123965288431211,False,False,False,False,False,False,False,,0.028379097485297124,1.0,False
bbec2a47208a49b19e637fdbe08204c7,31,120,119,5.947745840420429e-07,0.24918669886236264,0.2491223772012224,-6.432166114023197e-05,-0.0006891328014860327,0.040955859270033076,0.04094951580795876,-6.3434620743152426e-06,-0.0002438618904109911,-0.053240677659993116,-0.05321791895952989,2.275870046322681e-05,0.0009236438808274508,False,False,False,False,False,False,False,,0.0009236438808274508,1.0,False
cef0e506fa7c47b2bb92964ece39c629,32,120,119,0.002054944593439502,0.24918669886236264,0.24642621801774323,-0.002760480844619412,-0.029575385090781326,0.040955859270033076,0.040174741336271795,-0.0007811179337612814,-0.030028538632276076,-0.053240677659993116,-0.0532522726173939,-1.1594957400787309e-05,-0.00047057218706299166,False,False,False,False,False,False,False,,0.030028538632276076,1.0,False
da6b1f80b3814716b99154d8a3760901,33,120,119,0.001265157806921065,0.24918669886236264,0.24384533166393252,-0.005341367198430119,-0.05722662126518699,0.040955859270033076,0.04113971729254033,0.00018385802250725503,0.007068059115130071,-0.053240677659993116,-0.05352906471336085,-0.0002883870533677349,-0.011703960759242814,False,False,False,False,False,False,False,,0.05722662126518699,1.0,False
5edab9ad89db4ce29278fcd6967dc22f,35,120,119,0.0013784022546463061,0.24918669886236264,0.25121902987368,0.002032331011317362,0.021774095048985934,0.040955859270033076,0.04039039424801213,-0.0005654650220209487,-0.021738187698742823,-0.053240677659993116,-0.05353722675054693,-0.00029654909055381456,-0.012035210591112155,False,False,False,False,False,False,False,,0.021774095048985934,1.0,False
cb2739d8df89442f92479d3a7e8b92dd,36,120,119,0.0025854495676488204,0.24918669886236264,0.2537490496304065,0.004562350768043871,0.048880353995980265,0.040955859270033076,0.04183252251007172,0.0008766632400386415,0.033701589520849305,-0.053240677659993116,-0.054144274907243224,-0.0009035972472501083,-0.036671780513286775,False,False,False,False,False,False,False,,0.048880353995980265,1.0,False
af0dfcdcede944e5adbf92a4c0ba9b92,37,120,119,0.0029969986947601004,0.24918669886236264,0.25006134000044933,0.0008746411380866903,0.009370776299923762,0.040955859270033076,0.04246039159869319,0.0015045323286601159,0.057838778501897475,-0.053240677659993116,-0.05353476821344876,-0.0002940905534556462,-0.011935432805021969,False,False,False,False,False,False,False,,0.057838778501897475,1.0,False
d48744259ced44b59415148e3901862e,38,120,119,0.0029779302209449496,0.24918669886236264,0.24946927501405988,0.0002825761516972447,0.003027479259711826,0.040955859270033076,0.042781023305937554,0.001825164035904478,0.07016483221488573,-0.053240677659993116,-0.053444932171243485,-0.00020425451125036936,-0.00828950799509124,False,False,False,False,False,False,False,,0.07016483221488573,1.0,False
7d8eefccdb224f898923a6c601c8ab83,39,120,119,0.00041124003846823256,0.24918669886236264,0.2501262357523003,0.0009395368899376699,0.01006605982470878,0.040955859270033076,0.040862296801852875,-9.356246818020136e-05,-0.00359682458799993,-0.053240677659993116,-0.053383126429742994,-0.0001424487697498783,-0.005781170797667717,False,False,False,False,False,False,False,,0.01006605982470878,1.0,False
fc090a6ff748439ea823340006f8409b,40,120,119,0.000743037934867818,0.24918669886236264,0.2507734310069985,0.0015867321446358662,0.017000014437701008,0.040955859270033076,0.04001284404145278,-0.000943015228580299,-0.03625236087704815,-0.053240677659993116,-0.053423125721275,-0.00018244806128188407,-0.007404510448394513,False,False,False,False,False,False,False,,0.03625236087704815,1.0,False
7d6366e64e6c4cfdba0bab82b1604f44,41,120,119,0.00037949567141378794,0.24918669886236264,0.24965182002051473,0.00046512115815208754,0.004983239566045515,0.040955859270033076,0.0413138852709915,0.0003580260009584252,0.013763603594876635,-0.053240677659993116,-0.0533391318807052,-9.845422071208532e-05,-0.0039956867769883,False,False,False,False,False,False,False,,0.013763603594876635,1.0,False
37a96095f39f4370a745a7e32ebf11d5,42,120,119,0.000223357032086965,0.24918669886236264,0.2497116106204964,0.000524911758133767,0.005623827245802022,0.040955859270033076,0.04106404988954856,0.00010819061951548165,0.0041591750199956295,-0.053240677659993116,-0.053328256786469734,-8.75791264766182e-05,-0.003554329667858049,False,False,False,False,False,False,False,,0.005623827245802022,1.0,False
907a2daa3fe54a0ca3ead9847e09b46a,43,120,119,0.023641553858104226,0.24918669886236264,0.2670869326036497,0.017900233741287047,0.19178046721296887,0.040955859270033076,0.035755567765132806,-0.00520029150490027,-0.19991495215333038,-0.053240677659993116,-0.04832017291282413,0.0049205047471689856,0.19969479837605275,False,False,False,False,False,False,False,,0.19991495215333038,1.0,False
91783553ab0449c09f5bc3434e2eaa89,44,120,119,0.0017508043144713384,0.24918669886236264,0.2487344686048225,-0.000452230257540126,-0.004845128355997138,0.040955859270033076,0.039482278598195135,-0.0014735806718379416,-0.0566489030907132,-0.053240677659993116,-0.0525877858100521,0.0006528918499410161,0.026497099999822776,False,False,False,False,False,False,False,,0.0566489030907132,1.0,False
cac2c0de502348bfad795df71f2a1e71,45,120,119,0.0023605350582259653,0.24918669886236264,0.24483324872427067,-0.004353450138091963,-0.0466422234222518,0.040955859270033076,0.040118975997321546,-0.0008368832727115305,-0.03217232712135369,-0.053240677659993116,-0.05236518037886368,0.0008754972811294351,0.03553136558490564,False,False,False,False,False,False,False,,0.0466422234222518,1.0,False
dff5c0713e614e1fb873826cbbb41705,46,120,119,0.0026405586249323575,0.24918669886236264,0.25224082003485915,0.00305412117249651,0.0327214043040919,0.040955859270033076,0.03919364911260569,-0.0017622101574273838,-0.06774469449919124,-0.053240677659993116,-0.0536123159056679,-0.0003716382456747866,-0.015082644637535541,False,False,False,False,False,False,False,,0.06774469449919124,1.0,False
b99a2b7b8dd84149960b13cb998f42d7,47,120,119,4.562408637282375e-05,0.24918669886236264,0.24834926387433834,-0.0008374349880242993,-0.00897215508942508,0.040955859270033076,0.041179953943086246,0.00022409467305316982,0.008614877800412809,-0.053240677659993116,-0.053439167650768615,-0.00019848999077549945,-0.008055559485108381,False,False,False,False,False,False,False,,0.00897215508942508,1.0,False
790f52e00a444c14b46f8c7c768fb554,48,120,119,0.002565721283408403,0.24918669886236264,0.25432457945753356,0.005137880595170924,0.055046495775841135,0.040955859270033076,0.04145513052286287,0.0004992712528297943,0.01919349877347228,-0.053240677659993116,-0.051521044186444265,0.001719633473548851,0.06978996615715603,False,False,False,False,False,False,False,,0.06978996615715603,1.0,False
831af3997c02419d89911a6b60265c07,49,120,119,0.0016383013865323428,0.24918669886236264,0.2456227356329243,-0.0035639632294383328,-0.03818377699141601,0.040955859270033076,0.04082551579682557,-0.00013034347320750594,-0.00501079779570495,-0.053240677659993116,-0.05366407344967691,-0.00042339578968379754,-0.01718318367700416,False,False,False,False,False,False,False,,0.03818377699141601,1.0,False
356d6504b5544ddcb690eb6d20063ed4,50,120,119,0.00819611269288163,0.24918669886236264,0.2593332064553968,0.010146507593034176,0.10870818755197541,0.040955859270033076,0.0416709003356312,0.0007150410655981237,0.027488343736503034,-0.053240677659993116,-0.05034202143178276,0.002898656228210353,0.11763967332558628,False,False,False,False,False,False,False,,0.11763967332558628,1.0,False
d14543fe53d641f3af028e703af3092c,51,120,119,0.23307811944327367,0.24918669886236264,0.20697093787950283,-0.04221576098285981,-0.45229344387665826,0.040955859270033076,0.05229954816915611,0.01134368889912303,0.43608575045716336,-0.053240677659993116,-0.04327063883435221,0.009970038825640903,0.4046261502406395,False,False,False,False,False,False,False,,0.45229344387665826,1.0,False
74dc6bcfe87f4248847e2a64f90bc1ca,52,120,119,0.01030497081586492,0.24918669886236264,0.26020064575407237,0.01101394689170973,0.1180018044054348,0.040955859270033076,0.03679527705946447,-0.004160582210568607,-0.1599453785950355,-0.053240677659993116,-0.04973703006750265,0.003503647592490465,0.1421927699522444,False,False,False,False,False,False,False,,0.1599453785950355,1.0,False
5ff4662ff28f41589cdcda6c6aa93568,53,120,119,0.058091726732118584,0.24918669886236264,0.2668845076698385,0.017697808807475873,0.1896117162936823,0.040955859270033076,0.045035634613462855,0.004079775343429778,0.15683891793557114,-0.053240677659993116,-0.060445299970542404,-0.0072046223105492885,-0.2923939054237318,False,False,False,False,False,False,False,,0.2923939054237318,1.0,False
df333f2e67a647d69bf090537633a167,54,120,119,0.0004933212806130186,0.24918669886236264,0.2494670855490471,0.0002803866866844529,0.003004021654120276,0.040955859270033076,0.041556113791536016,0.0006002545215029395,0.023075601402922065,-0.053240677659993116,-0.05332761720576711,-8.69395457739966e-05,-0.00352837279025749,False,False,False,False,False,False,False,,0.023075601402922065,1.0,False
7ef7153ef781485ab8ae506f38dfef3b,55,120,119,0.000743037934867818,0.24918669886236264,0.2507734310069985,0.0015867321446358662,0.017000014437701008,0.040955859270033076,0.04001284404145278,-0.000943015228580299,-0.03625236087704815,-0.053240677659993116,-0.053423125721275,-0.00018244806128188407,-0.007404510448394513,False,False,False,False,False,False,False,,0.03625236087704815,1.0,False
f582a4098ccc4e26a3e07ae72b71605f,56,120,119,0.03657124568510739,0.24918669886236264,0.27312180922732227,0.023935110364959628,0.2564372462912814,0.040955859270033076,0.042223943429123986,0.0012680841590909098,0.04874899488849273,-0.053240677659993116,-0.054279133172586445,-0.0010384555125933295,-0.04214489668547485,False,False,False,False,False,False,False,,0.2564372462912814,1.0,False
