exp_sid,participant_number,n_full,n_leave_one_out,full_beta_like_c,loo_beta_like_c,delta_beta_like_c,dfbetas_like_c,full_beta_ment_c,loo_beta_ment_c,delta_beta_ment_c,dfbetas_ment_c,full_beta_like_x_ment,loo_beta_like_x_ment,delta_beta_like_x_ment,dfbetas_like_x_ment,crosses_like_c,crosses_ment_c,crosses_like_x_ment,exclude_flag
29f3281611134ec99e6253f3ba8577f6,86,99,98,0.23888451651824916,0.2384062612863646,-0.0004782552318845501,-0.005333589380755602,0.058054409845137316,0.06107224159587746,0.0030178317507401423,0.12551049092583835,-0.03788245860110219,-0.03764776189545611,0.00023469670564608275,0.010389191782754896,False,False,False,False
b25159abbbbd4325b7db1ca255b54e0f,87,99,98,0.23888451651824916,0.23951709990836606,0.0006325833901169031,0.007054685086611568,0.058054409845137316,0.05896948424983545,0.000915074404698131,0.03805760136865273,-0.03788245860110219,-0.0378731976126671,9.260988435087769e-06,0.0004099511524251677,False,False,False,False
3eb0c114aa4148f1b53368b9104e5494,88,99,98,0.23888451651824916,0.2376634658356987,-0.001221050682550462,-0.013617379423436498,0.058054409845137316,0.05690498622293743,-0.0011494236221998855,-0.04780409745131787,-0.03788245860110219,-0.03750208470005389,0.00038037390104830177,0.016837805184639575,False,False,False,False
3bcabb5c49e047648a901f992091f96b,89,99,98,0.23888451651824916,0.24218472568045132,0.0033002091622021668,0.03680453316199769,0.058054409845137316,0.056385239433402796,-0.001669170411734519,-0.06942017154014712,-0.03788245860110219,-0.03830957882501248,-0.0004271202239102892,-0.018907099306237202,False,False,False,False
6f42e8850a04453d827fbc7e5c24f0cd,90,99,98,0.23888451651824916,0.23313638001642772,-0.0057481365018214325,-0.06410426433693313,0.058054409845137316,0.05694979027134579,-0.0011046195737915224,-0.04594071387805554,-0.03788245860110219,-0.03667782068256301,0.0012046379185391767,0.05332505341321166,False,False,False,False
56cbbb378c52498b954a8fab34ec0c8b,91,99,98,0.23888451651824916,0.23379284881593126,-0.0050916677023178925,-0.056783204818080496,0.058054409845137316,0.058402831670721536,0.0003484218255842206,0.014490733079346502,-0.03788245860110219,-0.0387040667355261,-0.000821608134423911,-0.036369681693245975,False,False,False,False
cac7f82de156438db54cf8562985564c,92,99,98,0.23888451651824916,0.24051552309574023,0.0016310065774910731,0.018189282169209762,0.058054409845137316,0.05784759942153894,-0.00020681042359837337,-0.008601167970363602,-0.03788245860110219,-0.03804363668813244,-0.000161178087030249,-0.007134782964784939,False,False,False,False
a0f2fb5dabb146c2830289f564f52723,93,99,98,0.23888451651824916,0.26486906750520406,0.025984550986954902,0.2897844413779058,0.058054409845137316,0.0630212053973143,0.004966795552176988,0.2065671646304056,-0.03788245860110219,-0.04335932562181061,-0.0054768670207084175,-0.24244150206602988,False,False,False,False
e312b7d80e494d47aa5f5b624b07fb52,94,99,98,0.23888451651824916,0.23963647905066754,0.0007519625324183821,0.008386023006646247,0.058054409845137316,0.057699714211019305,-0.0003546956341180102,-0.014751658423795385,-0.03788245860110219,-0.03795299799451513,-7.053939341294252e-05,-0.003122529071675059,False,False,False,False
9fe6b2f6555c47e9ac69dd8a62679aaf,95,99,98,0.23888451651824916,0.24151658006129018,0.002632063543041019,0.02935325162532958,0.058054409845137316,0.057383146732014466,-0.0006712631131228497,-0.027917581173235534,-0.03788245860110219,-0.0381858721620848,-0.00030341356098260996,-0.013431043549841773,False,False,False,False
3e0a216249f6428a879be37b1eb5f75f,95,99,98,0.23888451651824916,0.23167382605841533,-0.0072106904598338295,-0.0804149322380426,0.058054409845137316,0.06063864914543753,0.0025842393003002173,0.10747754349492035,-0.03788245860110219,-0.036999142320647486,0.0008833162804547032,0.039101282726619266,False,False,False,False
0503638ffc4841e7a0e1111abdca18e9,97,99,98,0.23888451651824916,0.24784070171750786,0.008956185199258698,0.09988100722414668,0.058054409845137316,0.05907301527148028,0.0010186054263429667,0.04236341773814053,-0.03788245860110219,-0.03471377619036214,0.003168682410740052,0.1402663457639802,False,False,False,False
51fdf791ec3446e99d9b0ed31790ea8e,98,99,98,0.23888451651824916,0.1741359602083135,-0.06474855630993565,-0.7220876831668281,0.058054409845137316,0.06837502364399202,0.010320613798854704,0.4292304580043416,-0.03788245860110219,-0.05186990127729154,-0.01398744267618935,-0.6191745389573474,True,False,True,True
a7eaeb8e27f545dea3a9aa7dbdca372a,99,99,98,0.23888451651824916,0.22867439949283336,-0.010210117025415799,-0.11386508314492501,0.058054409845137316,0.06217757310356725,0.004123163258429936,0.17148081386777125,-0.03788245860110219,-0.04103914584154695,-0.0031566872404447596,-0.1397353620660133,False,False,False,False
2389f9c564314743a5900f16e31d8416,100,99,98,0.23888451651824916,0.24353928910086853,0.004654772582619371,0.05191087093530032,0.058054409845137316,0.05573230492626679,-0.0023221049188705267,-0.09657547286301307,-0.03788245860110219,-0.03851334717731693,-0.0006308885762147387,-0.02792720244538932,False,False,False,False
