exp_sid,participant_number,n_full,n_leave_one_out,full_beta_like_c,loo_beta_like_c,delta_beta_like_c,dfbetas_like_c,full_beta_ment_c,loo_beta_ment_c,delta_beta_ment_c,dfbetas_ment_c,full_beta_like_x_ment,loo_beta_like_x_ment,delta_beta_like_x_ment,dfbetas_like_x_ment,crosses_like_c,crosses_ment_c,crosses_like_x_ment,exclude_flag
ee867f0d615e4e4699081702333a57f3,17,99,98,0.23888451651824916,0.2408360914749274,0.001951574956678248,0.021764319072206967,0.058054409845137316,0.05704979535128017,-0.0010046144938571436,-0.04178154010219371,-0.03788245860110219,-0.038119423748597135,-0.00023696514749494552,-0.010489607667805287,False,False,False,False
bcc8ff2711444f4fa1cb7a4c732c6b9a,18,99,98,0.23888451651824916,0.23656677497283024,-0.0023177415454189165,-0.025847875506287293,0.058054409845137316,0.058182384834485935,0.00012797498934861984,0.005322431820605921,-0.03788245860110219,-0.03799968732345974,-0.00011722872235755272,-0.005189300274442389,False,False,False,False
bea2011ad47945a9991b4962b7a26bbe,19,99,98,0.23888451651824916,0.23313638001642775,-0.005748136501821405,-0.06410426433693282,0.058054409845137316,0.056949790271345786,-0.0011046195737915293,-0.045940713878055824,-0.03788245860110219,-0.036677820682563006,0.0012046379185391837,0.05332505341321197,False,False,False,False
30211c3c23054047b300fe7d69b21ea6,20,99,98,0.23888451651824916,0.239101723662949,0.0002172071446998325,0.0024223336059080065,0.058054409845137316,0.06007769433106756,0.0020232844859302476,0.08414764310484063,-0.03788245860110219,-0.03777412926296829,0.00010832933813390011,0.004795356059531363,False,False,False,False
121e88c44bb24c3fac7a01bf04bdb03f,21,99,98,0.23888451651824916,0.23598763478505894,-0.002896881733190221,-0.032306552274535355,0.058054409845137316,0.05838836788268548,0.0003339580375481613,0.013889189558370608,-0.03788245860110219,-0.03754602736343666,0.00033643123766553124,0.014892619136663773,False,False,False,False
8c78b31e3f02444ab89450f9a192abb9,22,99,98,0.23888451651824916,0.2391431714365342,0.00025865491828505616,0.0028845667197602274,0.058054409845137316,0.058886928494004516,0.0008325186488672004,0.03462413843933187,-0.03788245860110219,-0.03783502254157439,4.743605952779728e-05,0.0020998263205092805,False,False,False,False
2a7ca7b5779c412984f34e46d9bf2635,23,99,98,0.23888451651824916,0.24320790022413488,0.004323383705885725,0.048215161874507924,0.058054409845137316,0.05970032269310565,0.0016459128479683338,0.06845289818393137,-0.03788245860110219,-0.03969628690919084,-0.0018138283080886483,-0.08029175399734599,False,False,False,False
93915b60073745b0bc6f3db0d177d998,24,99,98,0.23888451651824916,0.2381917284846078,-0.0006927880336413672,-0.007726098227475593,0.058054409845137316,0.057088956412447746,-0.0009654534326895697,-0.04015284625234157,-0.03788245860110219,-0.03784067620974179,4.178239136039957e-05,0.0018495584579695935,False,False,False,False
9f2a4e88194e4080ad8aad6a59b6a1d1,25,99,98,0.23888451651824916,0.239101723662949,0.0002172071446998325,0.0024223336059080065,0.058054409845137316,0.06007769433106757,0.0020232844859302546,0.08414764310484091,-0.03788245860110219,-0.037774129262968324,0.00010832933813386542,0.004795356059529828,False,False,False,False
8b081f52ad9343fbbda7ef81e6dd3a04,26,99,98,0.23888451651824916,0.24784070171750788,0.008956185199258726,0.09988100722414699,0.058054409845137316,0.059073015271480275,0.0010186054263429598,0.04236341773814024,-0.03788245860110219,-0.03471377619036213,0.003168682410740059,0.1402663457639805,False,False,False,False
