exp_sid,participant_number,exclude_flag,dfbetas_exclude_flag,custom_exclude_flag,dfbetas_used_for_exclusion,cooks_crosses_threshold,max_abs_dfbetas,cooks_distance,targeted_by
d4f017f131894c6480ae173727b7aa15,1,False,False,False,False,False,0.04199961172778517,0.0014737568463152235,neither
0991825287e24a6fa95fce328622b05f,2,False,False,False,False,False,0.06978996615715743,0.002565721283408444,neither
dcb449585f9c4ccdb12eedf96ccd1d55,3,False,False,False,False,False,0.09261810305474026,0.00362037418304254,neither
f421afa804904223a83d5009309f4859,4,False,False,False,False,False,0.20954818181742918,0.03625534731744645,neither
0955eb67041143128a2b1b26ee7d4ebe,6,False,False,False,False,False,0.02693712816164006,0.0014103422652425425,neither
ab2be3030cef4125adb5c3b6ab4f23ab,7,False,False,False,False,False,0.06498678476724369,0.0035193023571958868,neither
1e53d11b72574a2aa0696ccbc1e987f7,8,False,False,False,False,False,0.003459800211853434,1.0899459926314116e-05,neither
dc5266bf7db74dcd8b2a4b4ebed65967,9,False,False,False,False,False,0.00897215508942508,4.56240863728262e-05,neither
a32acc2dcc1544d0b011d33223733a40,10,False,False,False,False,False,0.008852149675063804,0.00021254485087762593,neither
023f77ba0feb4f1cac3a22936b3d797c,11,False,False,False,False,False,0.013763603594875835,0.00037949567141378366,neither
62a36f18c1e94e6eabff7e80742d4d98,12,False,False,False,False,False,0.033030061254825674,0.0006700323217176979,neither
4aaafe69bd1d423f9068c7ee2b7f1b24,13,False,False,False,False,False,0.028628245839009497,0.00040689877709462947,neither
673dcdd4a5344facb04c4a4576b0ba79,14,False,False,False,False,False,0.07541979698836421,0.0028109031945376863,neither
47e09766c58f40a7b99fca6080d6a541,15,False,False,False,False,False,0.03666932112570632,0.001454919869693727,neither
7fc17f54105c4f4281dc03dfedd3dac2,16,False,False,False,False,False,0.03011625031294885,0.0010088060896586044,neither
ee867f0d615e4e4699081702333a57f3,17,False,False,False,False,False,0.03625236087704734,0.0007430379348678062,neither
bcc8ff2711444f4fa1cb7a4c732c6b9a,18,False,False,False,False,False,0.02366499245566936,0.00022076002616740626,neither
bea2011ad47945a9991b4962b7a26bbe,19,False,False,False,False,False,0.04664222342225209,0.002360535058225961,neither
30211c3c23054047b300fe7d69b21ea6,20,False,False,False,False,False,0.061688799457516014,0.0015898405623543902,neither
121e88c44bb24c3fac7a01bf04bdb03f,21,False,False,False,False,False,0.01882361330307594,0.001307355138830238,neither
8c78b31e3f02444ab89450f9a192abb9,22,False,False,False,False,False,0.020430440655355445,0.00020493080297438612,neither
2a7ca7b5779c412984f34e46d9bf2635,23,False,False,False,False,False,0.06897681951941594,0.004061086235873283,neither
93915b60073745b0bc6f3db0d177d998,24,False,False,False,False,False,0.04550713392578803,0.0012542763131179818,neither
9f2a4e88194e4080ad8aad6a59b6a1d1,25,False,False,False,False,False,0.06168879945751628,0.0015898405623543997,neither
8b081f52ad9343fbbda7ef81e6dd3a04,26,False,False,False,False,False,0.07665583726067617,0.002917482911068764,neither
9cdcc1da3e10496c9a623f7b5284a5ba,27,False,False,False,False,False,0.04277368963901742,0.0007539879853332936,neither
6bba52ff679e449391b18a4f3cb3378a,28,False,False,False,False,False,0.166471847090755,0.01391071206531436,neither
1f73ad75111d4a03a9da913787843eae,29,False,False,False,False,False,0.14787152033473988,0.0076192621227583,neither
b6d5b977f46a4cf597738d6c4b413a9d,30,False,False,False,False,False,0.028379097485297124,0.0018386495507365255,neither
bbec2a47208a49b19e637fdbe08204c7,31,False,False,False,False,False,0.0009236438808274508,5.947745840420429e-07,neither
cef0e506fa7c47b2bb92964ece39c629,32,False,False,False,False,False,0.030028538632276076,0.002054944593439502,neither
da6b1f80b3814716b99154d8a3760901,33,False,False,False,False,False,0.05722662126518699,0.001265157806921065,neither
5edab9ad89db4ce29278fcd6967dc22f,35,False,False,False,False,False,0.021774095048985934,0.0013784022546463061,neither
cb2739d8df89442f92479d3a7e8b92dd,36,False,False,False,False,False,0.048880353995980265,0.0025854495676488204,neither
af0dfcdcede944e5adbf92a4c0ba9b92,37,False,False,False,False,False,0.057838778501897475,0.0029969986947601004,neither
d48744259ced44b59415148e3901862e,38,False,False,False,False,False,0.07016483221488573,0.0029779302209449496,neither
7d8eefccdb224f898923a6c601c8ab83,39,False,False,False,False,False,0.01006605982470878,0.00041124003846823256,neither
fc090a6ff748439ea823340006f8409b,40,False,False,False,False,False,0.03625236087704815,0.000743037934867818,neither
7d6366e64e6c4cfdba0bab82b1604f44,41,False,False,False,False,False,0.013763603594876635,0.00037949567141378794,neither
37a96095f39f4370a745a7e32ebf11d5,42,False,False,False,False,False,0.005623827245802022,0.000223357032086965,neither
907a2daa3fe54a0ca3ead9847e09b46a,43,False,False,False,False,False,0.19991495215333038,0.023641553858104226,neither
91783553ab0449c09f5bc3434e2eaa89,44,False,False,False,False,False,0.0566489030907132,0.0017508043144713384,neither
cac2c0de502348bfad795df71f2a1e71,45,False,False,False,False,False,0.0466422234222518,0.0023605350582259653,neither
dff5c0713e614e1fb873826cbbb41705,46,False,False,False,False,False,0.06774469449919124,0.0026405586249323575,neither
b99a2b7b8dd84149960b13cb998f42d7,47,False,False,False,False,False,0.00897215508942508,4.562408637282375e-05,neither
790f52e00a444c14b46f8c7c768fb554,48,False,False,False,False,False,0.06978996615715603,0.002565721283408403,neither
831af3997c02419d89911a6b60265c07,49,False,False,False,False,False,0.03818377699141601,0.0016383013865323428,neither
356d6504b5544ddcb690eb6d20063ed4,50,False,False,False,False,False,0.11763967332558628,0.00819611269288163,neither
d14543fe53d641f3af028e703af3092c,51,False,False,False,False,False,0.45229344387665826,0.23307811944327367,neither
74dc6bcfe87f4248847e2a64f90bc1ca,52,False,False,False,False,False,0.1599453785950355,0.01030497081586492,neither
5ff4662ff28f41589cdcda6c6aa93568,53,False,False,False,False,False,0.2923939054237318,0.058091726732118584,neither
df333f2e67a647d69bf090537633a167,54,False,False,False,False,False,0.023075601402922065,0.0004933212806130186,neither
7ef7153ef781485ab8ae506f38dfef3b,55,False,False,False,False,False,0.03625236087704815,0.000743037934867818,neither
f582a4098ccc4e26a3e07ae72b71605f,56,False,False,False,False,False,0.2564372462912814,0.03657124568510739,neither
4ffbdd7ec010402886737610a08d48fe,57,False,False,False,False,False,0.027509946827787606,0.0004159472527614366,neither
e6e25c421e8c4061a2f8ad2efd66a109,58,False,False,False,False,False,0.04696684993775211,0.0012060564472227068,neither
4fd8825c09d445c9a86d8dc79e00cd98,59,False,False,False,False,False,0.060808077518470637,0.002245709114398797,neither
2a8b5848f5ae4523afca35451eabe58b,60,False,False,False,False,False,0.028379097485296323,0.0018386495507366953,neither
ab32926de2c04952b8c2e7e4119f53e2,61,False,False,False,False,False,0.06774469449919257,0.0026405586249325665,neither
