param,covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
mu_,anthro,0.017614865417353836,1.0177709221184912,0.03230392001038324,-0.04569965436246008,0.08092938519716776,0.9553288479580139,1.0842943266332195,0.0,0.5452856932437922,0.5855570422682406,0.7721183766134743
mu_,emp_x_ment,-0.0034883023309393237,0.9965177747273776,0.016965725024088517,-0.036740512349762756,0.02976390768788411,0.963926229851819,1.030211280276357,0.0,-0.20560879809065116,0.8370965044835409,0.2565341417483391
mu_,empathy,0.13644112402537784,1.1461873928893116,0.06288477365441993,0.013189232486761543,0.25969301556399416,1.013276594068449,1.2965320104193099,0.0,2.169700487039726,0.030029543141616606,5.057473663342459
mu_,gators_neg_signed,-0.06791206633079595,0.9343426301407586,0.06393228941485286,-0.19321705103309889,0.05739291837150699,0.8243030388945921,1.0590718574434186,0.0,-1.062249873301401,0.2881222640356751,1.7952469488886555
mu_,mentacy,0.0027015581878255856,1.0027052106845502,0.06845013858441377,-0.13145824817440094,0.1368613645500521,0.8768158830373992,1.1466691685044028,0.0,0.039467534232877875,0.9685176372686998,0.046149773504986495
mu_,q_post_gators_pos,0.048419036134283375,1.049610387865559,0.06667259565395729,-0.08225685010327465,0.17909492237184138,0.9210353602850775,1.196134278682089,0.0,0.7262209556920034,0.46770332731745834,1.0963344025270843
mu_,Intercept,2.127605485165166,8.394741392949642,0.38549083009171514,1.3720573418149549,2.8831536285153767,3.9434553912188073,17.870541457480858,0.0,5.519211662334407,3.4052383581705494e-08,24.807668972281515
sigma_,Intercept,-0.2193950598668571,0.8030044206624884,0.04335550864813314,-0.3043702953486129,-0.1344198243851013,0.7375876905848188,0.8742229674308104,0.0,-5.060373334503691,4.184363589109994e-07,21.188488448043593
